,X,Var1,original,value,level1,level2,State,Zone,Region,Purpose,level3
6112,6112,184,ADBBus,-11.1424992144271,A,A,A,D,B,Bus,G1
6113,6113,185,ADBBus,42.6912739098895,A,A,A,D,B,Bus,G1
6114,6114,186,ADBBus,20.1321572990119,A,A,A,D,B,Bus,G1
6115,6115,187,ADBBus,47.1053852604647,A,A,A,D,B,Bus,G1
6116,6116,188,ADBBus,65.738398939856,A,A,A,D,B,Bus,G1
6117,6117,189,ADBBus,11.5746261792398,A,A,A,D,B,Bus,G1
6118,6118,190,ADBBus,50.1401434932996,A,A,A,D,B,Bus,G1
6119,6119,191,ADBBus,-15.2157438536544,A,A,A,D,B,Bus,G1
6120,6120,192,ADBBus,-57.7194207070002,A,A,A,D,B,Bus,G1
6121,6121,193,ADBBus,-22.6376236441624,A,A,A,D,B,Bus,G1
6122,6122,194,ADBBus,-6.06908957552733,A,A,A,D,B,Bus,G1
6123,6123,195,ADBBus,-26.8392167431081,A,A,A,D,B,Bus,G1
6124,6124,196,ADBBus,-54.6803495783744,A,A,A,D,B,Bus,G1
6125,6125,197,ADBBus,-29.2668646474044,A,A,A,D,B,Bus,G1
6126,6126,198,ADBBus,79.9484824051569,A,A,A,D,B,Bus,G1
6127,6127,199,ADBBus,2.60155771459264,A,A,A,D,B,Bus,G1
6128,6128,200,ADBBus,27.7314043802504,A,A,A,D,B,Bus,G1
6129,6129,201,ADBBus,-15.0380644805531,A,A,A,D,B,Bus,G1
6130,6130,202,ADBBus,74.1459758423595,A,A,A,D,B,Bus,G1
6131,6131,203,ADBBus,43.9802811536281,A,A,A,D,B,Bus,G1
6132,6132,204,ADBBus,83.9767434268711,A,A,A,D,B,Bus,G1
6133,6133,205,ADBBus,54.2369702508032,A,A,A,D,B,Bus,G1
6134,6134,206,ADBBus,-58.4615666828972,A,A,A,D,B,Bus,G1
6135,6135,207,ADBBus,16.0359784141558,A,A,A,D,B,Bus,G1
6136,6136,208,ADBBus,-26.0965229487526,A,A,A,D,B,Bus,G1
6137,6137,209,ADBBus,33.4749293845978,A,A,A,D,B,Bus,G1
6138,6138,210,ADBBus,27.7961358852479,A,A,A,D,B,Bus,G1
6139,6139,211,ADBBus,50.1238027904186,A,A,A,D,B,Bus,G1
6140,6140,212,ADBBus,-29.7659758069897,A,A,A,D,B,Bus,G1
6141,6141,213,ADBBus,-4.90145555351848,A,A,A,D,B,Bus,G1
6142,6142,214,ADBBus,5.13350350274472,A,A,A,D,B,Bus,G1
6143,6143,215,ADBBus,55.9947605528453,A,A,A,D,B,Bus,G1
6144,6144,216,ADBBus,69.1921253366331,A,A,A,D,B,Bus,G1
6145,6145,217,ADBBus,-27.4982158985375,A,A,A,D,B,Bus,G1
6146,6146,218,ADBBus,-10.0695738415098,A,A,A,D,B,Bus,G1
6147,6147,219,ADBBus,37.5284372305851,A,A,A,D,B,Bus,G1
6148,6148,220,ADBBus,10.2321851912641,A,A,A,D,B,Bus,G1
6149,6149,221,ADBBus,44.1437790871883,A,A,A,D,B,Bus,G1
6150,6150,222,ADBBus,74.9771722735772,A,A,A,D,B,Bus,G1
6151,6151,223,ADBBus,-8.78020280189591,A,A,A,D,B,Bus,G1
6152,6152,224,ADBBus,-10.8567344034958,A,A,A,D,B,Bus,G1
6153,6153,225,ADBBus,-69.7519546315067,A,A,A,D,B,Bus,G1
6154,6154,226,ADBBus,118.8821776199,A,A,A,D,B,Bus,G1
6155,6155,227,ADBBus,51.0478909825141,A,A,A,D,B,Bus,G1
6156,6156,228,ADBBus,69.8765540292746,A,A,A,D,B,Bus,G1
6157,6157,1,ADBOth,30.2611083099842,A,A,A,D,B,Oth,G1
6158,6158,2,ADBOth,-11.3195183159435,A,A,A,D,B,Oth,G1
6159,6159,3,ADBOth,11.7048592740645,A,A,A,D,B,Oth,G1
6160,6160,4,ADBOth,14.3004711016944,A,A,A,D,B,Oth,G1
6161,6161,5,ADBOth,34.7102595820553,A,A,A,D,B,Oth,G1
6162,6162,6,ADBOth,16.4128226568391,A,A,A,D,B,Oth,G1
6163,6163,7,ADBOth,-54.3224475680398,A,A,A,D,B,Oth,G1
6164,6164,8,ADBOth,2.47121024585026,A,A,A,D,B,Oth,G1
6165,6165,9,ADBOth,25.3635319028529,A,A,A,D,B,Oth,G1
6166,6166,10,ADBOth,-26.4540624130777,A,A,A,D,B,Oth,G1
6167,6167,11,ADBOth,13.5119079102579,A,A,A,D,B,Oth,G1
6168,6168,12,ADBOth,4.92872280667126,A,A,A,D,B,Oth,G1
6169,6169,13,ADBOth,24.2146771864735,A,A,A,D,B,Oth,G1
6170,6170,14,ADBOth,26.5142015118201,A,A,A,D,B,Oth,G1
6171,6171,15,ADBOth,10.6365836071055,A,A,A,D,B,Oth,G1
6172,6172,16,ADBOth,23.7772730121418,A,A,A,D,B,Oth,G1
6173,6173,17,ADBOth,1.01753852010242,A,A,A,D,B,Oth,G1
6174,6174,18,ADBOth,-5.4127273959859,A,A,A,D,B,Oth,G1
6175,6175,19,ADBOth,8.99257902472752,A,A,A,D,B,Oth,G1
6176,6176,20,ADBOth,1.9334257228138,A,A,A,D,B,Oth,G1
6177,6177,21,ADBOth,6.95686411308532,A,A,A,D,B,Oth,G1
6178,6178,22,ADBOth,10.9208588939369,A,A,A,D,B,Oth,G1
6179,6179,23,ADBOth,29.6489774726904,A,A,A,D,B,Oth,G1
6180,6180,24,ADBOth,2.86519066918843,A,A,A,D,B,Oth,G1
6181,6181,25,ADBOth,15.8188161207504,A,A,A,D,B,Oth,G1
6182,6182,26,ADBOth,10.3647547824348,A,A,A,D,B,Oth,G1
6183,6183,27,ADBOth,-11.4261689851148,A,A,A,D,B,Oth,G1
6184,6184,28,ADBOth,16.2667719562238,A,A,A,D,B,Oth,G1
6185,6185,29,ADBOth,-4.03639027276309,A,A,A,D,B,Oth,G1
6186,6186,30,ADBOth,-18.3723656920531,A,A,A,D,B,Oth,G1
6187,6187,31,ADBOth,6.66992459951527,A,A,A,D,B,Oth,G1
6188,6188,32,ADBOth,3.37670687440898,A,A,A,D,B,Oth,G1
6189,6189,33,ADBOth,37.8626845078464,A,A,A,D,B,Oth,G1
6190,6190,34,ADBOth,5.00732992204032,A,A,A,D,B,Oth,G1
6191,6191,35,ADBOth,31.0491848278608,A,A,A,D,B,Oth,G1
6192,6192,36,ADBOth,3.57980245705415,A,A,A,D,B,Oth,G1
6193,6193,37,ADBOth,-12.7181838732319,A,A,A,D,B,Oth,G1
6194,6194,38,ADBOth,41.5036376827721,A,A,A,D,B,Oth,G1
6195,6195,39,ADBOth,3.23316034919954,A,A,A,D,B,Oth,G1
6196,6196,40,ADBOth,65.7080968099881,A,A,A,D,B,Oth,G1
6197,6197,41,ADBOth,16.9383274675003,A,A,A,D,B,Oth,G1
6198,6198,42,ADBOth,23.0017743661657,A,A,A,D,B,Oth,G1
6199,6199,43,ADBOth,23.7647919316934,A,A,A,D,B,Oth,G1
6200,6200,44,ADBOth,29.4617238171668,A,A,A,D,B,Oth,G1
6201,6201,45,ADBOth,-12.7646498072306,A,A,A,D,B,Oth,G1
6202,6202,46,ADBOth,6.6901799889476,A,A,A,D,B,Oth,G1
6203,6203,47,ADBOth,5.79365979111632,A,A,A,D,B,Oth,G1
6204,6204,48,ADBOth,-19.364409865671,A,A,A,D,B,Oth,G1
6205,6205,49,ADBOth,-25.5265762486391,A,A,A,D,B,Oth,G1
6206,6206,50,ADBOth,-0.543506581012116,A,A,A,D,B,Oth,G1
6207,6207,51,ADBOth,26.1856380910775,A,A,A,D,B,Oth,G1
6208,6208,52,ADBOth,-10.8906388249098,A,A,A,D,B,Oth,G1
6209,6209,53,ADBOth,-17.1768975139339,A,A,A,D,B,Oth,G1
6210,6210,54,ADBOth,-31.0917726058851,A,A,A,D,B,Oth,G1
6211,6211,55,ADBOth,-25.6356748397481,A,A,A,D,B,Oth,G1
6212,6212,56,ADBOth,39.8333831177337,A,A,A,D,B,Oth,G1
6213,6213,57,ADBOth,19.0367637458094,A,A,A,D,B,Oth,G1
6214,6214,58,ADBOth,-23.2855580004469,A,A,A,D,B,Oth,G1
6215,6215,59,ADBOth,-10.8042734757523,A,A,A,D,B,Oth,G1
6216,6216,60,ADBOth,2.14183555971791,A,A,A,D,B,Oth,G1
6217,6217,61,ADBOth,61.3290038651554,A,A,A,D,B,Oth,G1
6218,6218,62,ADBOth,41.0554019337642,A,A,A,D,B,Oth,G1
6219,6219,63,ADBOth,12.7490216380785,A,A,A,D,B,Oth,G1
6220,6220,64,ADBOth,1.56578548626986,A,A,A,D,B,Oth,G1
6221,6221,65,ADBOth,55.8989851670544,A,A,A,D,B,Oth,G1
6222,6222,66,ADBOth,23.7992098309259,A,A,A,D,B,Oth,G1
6223,6223,67,ADBOth,-41.6726542208807,A,A,A,D,B,Oth,G1
6224,6224,68,ADBOth,-12.2757314308354,A,A,A,D,B,Oth,G1
6225,6225,69,ADBOth,21.7628414386523,A,A,A,D,B,Oth,G1
6226,6226,70,ADBOth,2.5252478618883,A,A,A,D,B,Oth,G1
6227,6227,71,ADBOth,-43.3343451307537,A,A,A,D,B,Oth,G1
6228,6228,72,ADBOth,30.2312120827277,A,A,A,D,B,Oth,G1
6229,6229,73,ADBOth,37.4912925405248,A,A,A,D,B,Oth,G1
6230,6230,74,ADBOth,2.91717572122759,A,A,A,D,B,Oth,G1
6231,6231,75,ADBOth,44.362611488086,A,A,A,D,B,Oth,G1
6232,6232,76,ADBOth,-6.03365314049004,A,A,A,D,B,Oth,G1
6233,6233,77,ADBOth,10.8013199661392,A,A,A,D,B,Oth,G1
6234,6234,78,ADBOth,16.0385956896427,A,A,A,D,B,Oth,G1
6235,6235,79,ADBOth,13.6916810641571,A,A,A,D,B,Oth,G1
6236,6236,80,ADBOth,20.3960312126299,A,A,A,D,B,Oth,G1
6237,6237,81,ADBOth,20.7571769105072,A,A,A,D,B,Oth,G1
6238,6238,82,ADBOth,-22.4869965359238,A,A,A,D,B,Oth,G1
6239,6239,83,ADBOth,8.46060053201928,A,A,A,D,B,Oth,G1
6240,6240,84,ADBOth,-1.55577491006844,A,A,A,D,B,Oth,G1
6241,6241,85,ADBOth,8.7150453235446,A,A,A,D,B,Oth,G1
6242,6242,86,ADBOth,38.384637775896,A,A,A,D,B,Oth,G1
6243,6243,87,ADBOth,-4.69403549984394,A,A,A,D,B,Oth,G1
6244,6244,88,ADBOth,28.3518059149285,A,A,A,D,B,Oth,G1
6245,6245,89,ADBOth,49.5551775663227,A,A,A,D,B,Oth,G1
6246,6246,90,ADBOth,4.70197590106018,A,A,A,D,B,Oth,G1
6247,6247,91,ADBOth,-12.5505726177152,A,A,A,D,B,Oth,G1
6248,6248,92,ADBOth,23.7943699317397,A,A,A,D,B,Oth,G1
6249,6249,93,ADBOth,17.9701849350362,A,A,A,D,B,Oth,G1
6250,6250,94,ADBOth,8.66210791267496,A,A,A,D,B,Oth,G1
6251,6251,95,ADBOth,-11.6986564023291,A,A,A,D,B,Oth,G1
6252,6252,96,ADBOth,-6.19897063917344,A,A,A,D,B,Oth,G1
6253,6253,97,ADBOth,5.8835882449181,A,A,A,D,B,Oth,G1
6254,6254,98,ADBOth,-37.490540578863,A,A,A,D,B,Oth,G1
6255,6255,99,ADBOth,21.4356668074822,A,A,A,D,B,Oth,G1
6256,6256,100,ADBOth,18.0073237534742,A,A,A,D,B,Oth,G1
6257,6257,101,ADBOth,-36.7326581433001,A,A,A,D,B,Oth,G1
6258,6258,102,ADBOth,-18.0873894035362,A,A,A,D,B,Oth,G1
6259,6259,103,ADBOth,0.408530691082737,A,A,A,D,B,Oth,G1
6260,6260,104,ADBOth,51.2262679916115,A,A,A,D,B,Oth,G1
6261,6261,105,ADBOth,4.62538987907102,A,A,A,D,B,Oth,G1
6262,6262,106,ADBOth,13.8615355638328,A,A,A,D,B,Oth,G1
6263,6263,107,ADBOth,12.4619547530855,A,A,A,D,B,Oth,G1
6264,6264,108,ADBOth,37.3301871600057,A,A,A,D,B,Oth,G1
6265,6265,109,ADBOth,2.40120511104996,A,A,A,D,B,Oth,G1
6266,6266,110,ADBOth,10.0282279080528,A,A,A,D,B,Oth,G1
6267,6267,111,ADBOth,-8.32058995925708,A,A,A,D,B,Oth,G1
6268,6268,112,ADBOth,-3.22546467336052,A,A,A,D,B,Oth,G1
6269,6269,113,ADBOth,-21.8554554204342,A,A,A,D,B,Oth,G1
6270,6270,114,ADBOth,-21.0627917230581,A,A,A,D,B,Oth,G1
6271,6271,115,ADBOth,53.7839907089074,A,A,A,D,B,Oth,G1
6272,6272,116,ADBOth,0.935555804079565,A,A,A,D,B,Oth,G1
6273,6273,117,ADBOth,30.808065332281,A,A,A,D,B,Oth,G1
6274,6274,118,ADBOth,6.20442235412092,A,A,A,D,B,Oth,G1
6275,6275,119,ADBOth,26.7781790659023,A,A,A,D,B,Oth,G1
6276,6276,120,ADBOth,37.9134755119974,A,A,A,D,B,Oth,G1
6277,6277,121,ADBOth,18.3588074208766,A,A,A,D,B,Oth,G1
6278,6278,122,ADBOth,17.2663494661205,A,A,A,D,B,Oth,G1
6279,6279,123,ADBOth,-9.03459891363197,A,A,A,D,B,Oth,G1
6280,6280,124,ADBOth,12.9876864680239,A,A,A,D,B,Oth,G1
6281,6281,125,ADBOth,33.6132748947046,A,A,A,D,B,Oth,G1
6282,6282,126,ADBOth,25.8971280044425,A,A,A,D,B,Oth,G1
6283,6283,127,ADBOth,19.4939393383759,A,A,A,D,B,Oth,G1
6284,6284,128,ADBOth,-3.3291129079299,A,A,A,D,B,Oth,G1
6285,6285,129,ADBOth,-18.7434104807248,A,A,A,D,B,Oth,G1
6286,6286,130,ADBOth,-42.8072511692546,A,A,A,D,B,Oth,G1
6287,6287,131,ADBOth,-40.0452775982179,A,A,A,D,B,Oth,G1
6288,6288,132,ADBOth,34.6804212057833,A,A,A,D,B,Oth,G1
6289,6289,133,ADBOth,12.1489092733657,A,A,A,D,B,Oth,G1
6290,6290,134,ADBOth,26.4092233934716,A,A,A,D,B,Oth,G1
6291,6291,135,ADBOth,41.9012599188692,A,A,A,D,B,Oth,G1
6292,6292,136,ADBOth,-11.0300096223525,A,A,A,D,B,Oth,G1
6293,6293,137,ADBOth,51.4298507889865,A,A,A,D,B,Oth,G1
6294,6294,138,ADBOth,61.3517020449394,A,A,A,D,B,Oth,G1
6295,6295,139,ADBOth,-1.6406718611509,A,A,A,D,B,Oth,G1
6296,6296,140,ADBOth,-15.1849686090899,A,A,A,D,B,Oth,G1
6297,6297,141,ADBOth,31.9759237179234,A,A,A,D,B,Oth,G1
6298,6298,142,ADBOth,25.0850106101949,A,A,A,D,B,Oth,G1
6299,6299,143,ADBOth,60.3988930671875,A,A,A,D,B,Oth,G1
6300,6300,144,ADBOth,26.8657848805246,A,A,A,D,B,Oth,G1
6301,6301,145,ADBOth,6.50288028074851,A,A,A,D,B,Oth,G1
6302,6302,146,ADBOth,-0.319392004337409,A,A,A,D,B,Oth,G1
6303,6303,147,ADBOth,-6.77608583346093,A,A,A,D,B,Oth,G1
6304,6304,148,ADBOth,-22.6091112255246,A,A,A,D,B,Oth,G1
6305,6305,149,ADBOth,9.16687032354371,A,A,A,D,B,Oth,G1
6306,6306,150,ADBOth,-31.0299889550367,A,A,A,D,B,Oth,G1
6307,6307,151,ADBOth,8.97647568798123,A,A,A,D,B,Oth,G1
6308,6308,152,ADBOth,34.5405837309839,A,A,A,D,B,Oth,G1
6309,6309,153,ADBOth,26.2392117825154,A,A,A,D,B,Oth,G1
6310,6310,154,ADBOth,13.2002307619107,A,A,A,D,B,Oth,G1
6311,6311,155,ADBOth,-6.07837150399222,A,A,A,D,B,Oth,G1
6312,6312,156,ADBOth,-26.5598659126171,A,A,A,D,B,Oth,G1
6313,6313,157,ADBOth,2.41553768963358,A,A,A,D,B,Oth,G1
6314,6314,158,ADBOth,-15.4545116429333,A,A,A,D,B,Oth,G1
6315,6315,159,ADBOth,-10.4704391935722,A,A,A,D,B,Oth,G1
6316,6316,160,ADBOth,-19.921764040989,A,A,A,D,B,Oth,G1
6317,6317,161,ADBOth,-13.5744563735345,A,A,A,D,B,Oth,G1
6318,6318,162,ADBOth,11.0426553501854,A,A,A,D,B,Oth,G1
6319,6319,163,ADBOth,35.5203278717444,A,A,A,D,B,Oth,G1
6320,6320,164,ADBOth,37.5059618859808,A,A,A,D,B,Oth,G1
6321,6321,165,ADBOth,10.9270925205814,A,A,A,D,B,Oth,G1
6322,6322,166,ADBOth,15.7929607669981,A,A,A,D,B,Oth,G1
6323,6323,167,ADBOth,35.7524484562485,A,A,A,D,B,Oth,G1
6324,6324,168,ADBOth,28.0339366546374,A,A,A,D,B,Oth,G1
6325,6325,169,ADBOth,11.0549135274077,A,A,A,D,B,Oth,G1
6326,6326,170,ADBOth,20.0205713791485,A,A,A,D,B,Oth,G1
6327,6327,171,ADBOth,-18.4588592857145,A,A,A,D,B,Oth,G1
6328,6328,172,ADBOth,-6.07930514639245,A,A,A,D,B,Oth,G1
6329,6329,173,ADBOth,2.88533642603486,A,A,A,D,B,Oth,G1
6330,6330,174,ADBOth,27.6319427570781,A,A,A,D,B,Oth,G1
6331,6331,175,ADBOth,-5.04434939619937,A,A,A,D,B,Oth,G1
6332,6332,176,ADBOth,1.56098882298732,A,A,A,D,B,Oth,G1
6333,6333,177,ADBOth,32.6658951686414,A,A,A,D,B,Oth,G1
6334,6334,178,ADBOth,30.1100746292324,A,A,A,D,B,Oth,G1
6335,6335,179,ADBOth,11.0440405354091,A,A,A,D,B,Oth,G1
6336,6336,180,ADBOth,11.7114523289655,A,A,A,D,B,Oth,G1
6337,6337,181,ADBOth,-18.4894476404145,A,A,A,D,B,Oth,G1
6338,6338,182,ADBOth,8.71340721810206,A,A,A,D,B,Oth,G1
6339,6339,183,ADBOth,12.2825443312694,A,A,A,D,B,Oth,G1
6340,6340,184,ADBOth,-20.99949675684,A,A,A,D,B,Oth,G1
6341,6341,185,ADBOth,26.41505159207,A,A,A,D,B,Oth,G1
6342,6342,186,ADBOth,19.2870177439609,A,A,A,D,B,Oth,G1
6343,6343,187,ADBOth,11.8690625194861,A,A,A,D,B,Oth,G1
6344,6344,188,ADBOth,12.1837049521175,A,A,A,D,B,Oth,G1
6345,6345,189,ADBOth,-7.4274089868044,A,A,A,D,B,Oth,G1
6346,6346,190,ADBOth,-40.4270880181754,A,A,A,D,B,Oth,G1
6347,6347,191,ADBOth,-9.63729120359554,A,A,A,D,B,Oth,G1
6348,6348,192,ADBOth,-27.5080736154985,A,A,A,D,B,Oth,G1
6349,6349,193,ADBOth,7.02975893602469,A,A,A,D,B,Oth,G1
6350,6350,194,ADBOth,-39.9873615061785,A,A,A,D,B,Oth,G1
6351,6351,195,ADBOth,28.2859372348073,A,A,A,D,B,Oth,G1
6352,6352,196,ADBOth,76.7920957309696,A,A,A,D,B,Oth,G1
6353,6353,197,ADBOth,18.8290047289409,A,A,A,D,B,Oth,G1
6354,6354,198,ADBOth,41.8945302230394,A,A,A,D,B,Oth,G1
6355,6355,199,ADBOth,5.99233506925096,A,A,A,D,B,Oth,G1
6356,6356,200,ADBOth,-3.32732545933227,A,A,A,D,B,Oth,G1
6357,6357,201,ADBOth,-18.1118683893757,A,A,A,D,B,Oth,G1
6358,6358,202,ADBOth,27.8931229357491,A,A,A,D,B,Oth,G1
6359,6359,203,ADBOth,26.0514778440439,A,A,A,D,B,Oth,G1
6360,6360,204,ADBOth,17.6345592132069,A,A,A,D,B,Oth,G1
6361,6361,205,ADBOth,-2.57033580716653,A,A,A,D,B,Oth,G1
6362,6362,206,ADBOth,11.6038861347699,A,A,A,D,B,Oth,G1
6363,6363,207,ADBOth,-22.618596205055,A,A,A,D,B,Oth,G1
6364,6364,208,ADBOth,-1.97150863670562,A,A,A,D,B,Oth,G1
6365,6365,209,ADBOth,-25.7454241874485,A,A,A,D,B,Oth,G1
6366,6366,210,ADBOth,-11.4391558740094,A,A,A,D,B,Oth,G1
6367,6367,211,ADBOth,-13.4452728145892,A,A,A,D,B,Oth,G1
6368,6368,212,ADBOth,2.08569092760691,A,A,A,D,B,Oth,G1
6369,6369,213,ADBOth,16.5698015643787,A,A,A,D,B,Oth,G1
6370,6370,214,ADBOth,20.3213163280842,A,A,A,D,B,Oth,G1
6371,6371,215,ADBOth,-31.4970754542804,A,A,A,D,B,Oth,G1
6372,6372,216,ADBOth,45.5107434982219,A,A,A,D,B,Oth,G1
6373,6373,217,ADBOth,-30.2986553935405,A,A,A,D,B,Oth,G1
6374,6374,218,ADBOth,7.34488065286161,A,A,A,D,B,Oth,G1
6375,6375,219,ADBOth,16.1783939796788,A,A,A,D,B,Oth,G1
6376,6376,220,ADBOth,-21.0417146774461,A,A,A,D,B,Oth,G1
6377,6377,221,ADBOth,6.73132242402373,A,A,A,D,B,Oth,G1
6378,6378,222,ADBOth,26.8102832344036,A,A,A,D,B,Oth,G1
6379,6379,223,ADBOth,-7.01143327824355,A,A,A,D,B,Oth,G1
6380,6380,224,ADBOth,-1.38299736778557,A,A,A,D,B,Oth,G1
6381,6381,225,ADBOth,2.58753751190433,A,A,A,D,B,Oth,G1
6382,6382,226,ADBOth,3.64227835251701,A,A,A,D,B,Oth,G1
6383,6383,227,ADBOth,3.90902856031927,A,A,A,D,B,Oth,G1
6384,6384,228,ADBOth,0.305966488762058,A,A,A,D,B,Oth,G1
6385,6385,1,ADCHol,428.282618535949,A,A,A,D,C,Hol,G1
6386,6386,2,ADCHol,408.650344793425,A,A,A,D,C,Hol,G1
6387,6387,3,ADCHol,335.823624017484,A,A,A,D,C,Hol,G1
6388,6388,4,ADCHol,459.677075182443,A,A,A,D,C,Hol,G1
6389,6389,5,ADCHol,382.346599002941,A,A,A,D,C,Hol,G1
6390,6390,6,ADCHol,407.423450306444,A,A,A,D,C,Hol,G1
6391,6391,7,ADCHol,466.740173488878,A,A,A,D,C,Hol,G1
6392,6392,8,ADCHol,382.108063963719,A,A,A,D,C,Hol,G1
6393,6393,9,ADCHol,552.228152052581,A,A,A,D,C,Hol,G1
6394,6394,10,ADCHol,458.383470456533,A,A,A,D,C,Hol,G1
6395,6395,11,ADCHol,346.26591666105,A,A,A,D,C,Hol,G1
6396,6396,12,ADCHol,449.548283839536,A,A,A,D,C,Hol,G1
6397,6397,13,ADCHol,339.399494266289,A,A,A,D,C,Hol,G1
6398,6398,14,ADCHol,561.687638871586,A,A,A,D,C,Hol,G1
6399,6399,15,ADCHol,478.411170814534,A,A,A,D,C,Hol,G1
6400,6400,16,ADCHol,337.93192771223,A,A,A,D,C,Hol,G1
6401,6401,17,ADCHol,438.018168267361,A,A,A,D,C,Hol,G1
6402,6402,18,ADCHol,429.11906262116,A,A,A,D,C,Hol,G1
6403,6403,19,ADCHol,313.25041959505,A,A,A,D,C,Hol,G1
6404,6404,20,ADCHol,331.080804819245,A,A,A,D,C,Hol,G1
6405,6405,21,ADCHol,455.277014646141,A,A,A,D,C,Hol,G1
6406,6406,22,ADCHol,374.403246695773,A,A,A,D,C,Hol,G1
6407,6407,23,ADCHol,418.671557448103,A,A,A,D,C,Hol,G1
6408,6408,24,ADCHol,334.455983869877,A,A,A,D,C,Hol,G1
6409,6409,25,ADCHol,398.541297505053,A,A,A,D,C,Hol,G1
6410,6410,26,ADCHol,383.259315319771,A,A,A,D,C,Hol,G1
6411,6411,27,ADCHol,420.339135015954,A,A,A,D,C,Hol,G1
6412,6412,28,ADCHol,554.67580874716,A,A,A,D,C,Hol,G1
6413,6413,29,ADCHol,441.4005624813,A,A,A,D,C,Hol,G1
6414,6414,30,ADCHol,498.760030163414,A,A,A,D,C,Hol,G1
6415,6415,31,ADCHol,393.608083259075,A,A,A,D,C,Hol,G1
6416,6416,32,ADCHol,334.302788093287,A,A,A,D,C,Hol,G1
6417,6417,33,ADCHol,375.010389138397,A,A,A,D,C,Hol,G1
6418,6418,34,ADCHol,507.564112378712,A,A,A,D,C,Hol,G1
6419,6419,35,ADCHol,376.564186663176,A,A,A,D,C,Hol,G1
6420,6420,36,ADCHol,366.650306540126,A,A,A,D,C,Hol,G1
6421,6421,37,ADCHol,399.627965703741,A,A,A,D,C,Hol,G1
6422,6422,38,ADCHol,476.818184661706,A,A,A,D,C,Hol,G1
6423,6423,39,ADCHol,380.441230798124,A,A,A,D,C,Hol,G1
6424,6424,40,ADCHol,301.377377678128,A,A,A,D,C,Hol,G1
6425,6425,41,ADCHol,311.283910966235,A,A,A,D,C,Hol,G1
6426,6426,42,ADCHol,468.716102823596,A,A,A,D,C,Hol,G1
6427,6427,43,ADCHol,381.489975225476,A,A,A,D,C,Hol,G1
6428,6428,44,ADCHol,411.975939516022,A,A,A,D,C,Hol,G1
6429,6429,45,ADCHol,346.198402498275,A,A,A,D,C,Hol,G1
6430,6430,46,ADCHol,434.511219859936,A,A,A,D,C,Hol,G1
6431,6431,47,ADCHol,464.399375951684,A,A,A,D,C,Hol,G1
6432,6432,48,ADCHol,408.690200362927,A,A,A,D,C,Hol,G1
6433,6433,49,ADCHol,348.61269843703,A,A,A,D,C,Hol,G1
6434,6434,50,ADCHol,414.989589634225,A,A,A,D,C,Hol,G1
6435,6435,51,ADCHol,281.39701638329,A,A,A,D,C,Hol,G1
6436,6436,52,ADCHol,324.908547190055,A,A,A,D,C,Hol,G1
6437,6437,53,ADCHol,391.779519893535,A,A,A,D,C,Hol,G1
6438,6438,54,ADCHol,368.849875598856,A,A,A,D,C,Hol,G1
6439,6439,55,ADCHol,394.714839470984,A,A,A,D,C,Hol,G1
6440,6440,56,ADCHol,362.160127393459,A,A,A,D,C,Hol,G1
6441,6441,57,ADCHol,423.304746407263,A,A,A,D,C,Hol,G1
6442,6442,58,ADCHol,530.686263157946,A,A,A,D,C,Hol,G1
6443,6443,59,ADCHol,376.457091754433,A,A,A,D,C,Hol,G1
6444,6444,60,ADCHol,320.688039812634,A,A,A,D,C,Hol,G1
6445,6445,61,ADCHol,441.126998265926,A,A,A,D,C,Hol,G1
6446,6446,62,ADCHol,446.496392382353,A,A,A,D,C,Hol,G1
6447,6447,63,ADCHol,372.879245122924,A,A,A,D,C,Hol,G1
6448,6448,64,ADCHol,209.109973819912,A,A,A,D,C,Hol,G1
6449,6449,65,ADCHol,313.622524606186,A,A,A,D,C,Hol,G1
6450,6450,66,ADCHol,428.897141304615,A,A,A,D,C,Hol,G1
6451,6451,67,ADCHol,414.758611572819,A,A,A,D,C,Hol,G1
6452,6452,68,ADCHol,392.374124437751,A,A,A,D,C,Hol,G1
6453,6453,69,ADCHol,531.757994152157,A,A,A,D,C,Hol,G1
6454,6454,70,ADCHol,444.017534238372,A,A,A,D,C,Hol,G1
6455,6455,71,ADCHol,408.229027893849,A,A,A,D,C,Hol,G1
6456,6456,72,ADCHol,514.884453811727,A,A,A,D,C,Hol,G1
6457,6457,73,ADCHol,441.503432553709,A,A,A,D,C,Hol,G1
6458,6458,74,ADCHol,406.743036740821,A,A,A,D,C,Hol,G1
6459,6459,75,ADCHol,508.21257914144,A,A,A,D,C,Hol,G1
6460,6460,76,ADCHol,247.629155762148,A,A,A,D,C,Hol,G1
6461,6461,77,ADCHol,464.64140309302,A,A,A,D,C,Hol,G1
6462,6462,78,ADCHol,481.867626625973,A,A,A,D,C,Hol,G1
6463,6463,79,ADCHol,473.819110620067,A,A,A,D,C,Hol,G1
6464,6464,80,ADCHol,413.513741043954,A,A,A,D,C,Hol,G1
6465,6465,81,ADCHol,486.106097977799,A,A,A,D,C,Hol,G1
6466,6466,82,ADCHol,356.339198233016,A,A,A,D,C,Hol,G1
6467,6467,83,ADCHol,399.26260680768,A,A,A,D,C,Hol,G1
6468,6468,84,ADCHol,317.747859920184,A,A,A,D,C,Hol,G1
6469,6469,85,ADCHol,410.547309790977,A,A,A,D,C,Hol,G1
