Series,Value,actual,error,Rec
ADDOth,11.7767151977916,0,-11.7767151977916,mint_shrink
ADDOth,10.4065883952058,6.6994114,-3.7071769952058,mint_shrink
ADDOth,39.5947193318021,88.1679813,48.5732619681979,mint_shrink
ADDOth,19.9613074736535,10.4217239,-9.5395835736535,mint_shrink
ADDOth,14.439967380789,21.5774356,7.137468219211,mint_shrink
ADDOth,17.7537949561258,12.061288,-5.6925069561258,mint_shrink
ADDOth,12.3680199103093,45.6916558,33.3236358896907,mint_shrink
ADDOth,27.6383733960321,92.2401288,64.6017554039679,mint_shrink
ADDOth,17.2984075078122,19.2561101,1.9577025921878,mint_shrink
ADDOth,13.8407253742966,4.6365966,-9.2041287742966,mint_shrink
ADDOth,18.8293836041561,11.7643765,-7.0650071041561,mint_shrink
AEAHol,242.324727611861,218.2404441,-24.084283511861,mint_shrink
AEAHol,54.5478719913893,83.9913576,29.4434856086107,mint_shrink
AEAHol,112.046139831245,144.2676356,32.221495768755,mint_shrink
AEAHol,201.119641339924,262.0363933,60.916751960076,mint_shrink
AEAHol,114.660471798353,116.841013,2.180541201647,mint_shrink
AEAHol,138.641054200647,89.6861503,-48.954903900647,mint_shrink
AEAHol,128.555819521363,138.092321,9.53650147863701,mint_shrink
AEAHol,127.462639926865,118.0402609,-9.42237902686499,mint_shrink
AEAHol,148.235907878504,97.5318348,-50.704073078504,mint_shrink
AEAHol,295.224695906173,181.4534837,-113.771212206173,mint_shrink
AEAHol,115.555694644839,261.4025848,145.846890155161,mint_shrink
AEAHol,68.0387598713568,90.903639,22.8648791286432,mint_shrink
AEAHol,239.620700313302,224.8985315,-14.722168813302,mint_shrink
AEAHol,60.1805429734564,80.5095872,20.3290442265436,mint_shrink
AEAHol,116.155491353278,176.6469354,60.491444046722,mint_shrink
AEAHol,202.221795252241,218.8119981,16.590202847759,mint_shrink
AEAHol,121.453698080952,257.301757,135.848058919048,mint_shrink
AEAHol,133.092597231359,236.678087,103.585489768641,mint_shrink
AEAHol,133.841782485658,170.2388689,36.397086414342,mint_shrink
AEAHol,134.833551814823,110.6290929,-24.204458914823,mint_shrink
AEAHol,157.302820364087,78.2853072,-79.017513164087,mint_shrink
AEAHol,301.394721081341,204.1975121,-97.197208981341,mint_shrink
AEAHol,137.842150607502,156.4904678,18.648317192498,mint_shrink
AEAHol,88.0134137424797,147.507008,59.4935942575203,mint_shrink
AEAVis,297.416190328983,281.4431908,-15.972999528983,mint_shrink
AEAVis,115.576269511196,82.3678621,-33.208407411196,mint_shrink
AEAVis,117.26981272619,132.5700918,15.30027907381,mint_shrink
AEAVis,205.123010253101,225.812057,20.689046746899,mint_shrink
AEAVis,136.779815498765,147.0908786,10.311063101235,mint_shrink
AEAVis,126.464365388641,170.6630794,44.198714011359,mint_shrink
AEAVis,196.111657425171,212.1855325,16.073875074829,mint_shrink
AEAVis,101.187345634914,199.3173406,98.129994965086,mint_shrink
AEAVis,116.85217426804,124.4115866,7.55941233196,mint_shrink
AEAVis,181.060468768135,290.7769294,109.716460631865,mint_shrink
AEAVis,143.356838467107,128.0147143,-15.342124167107,mint_shrink
AEAVis,214.211995103993,157.381468,-56.830527103993,mint_shrink
AEAVis,304.550442601272,157.7892107,-146.761231901272,mint_shrink
AEAVis,122.168347170234,185.3364029,63.168055729766,mint_shrink
AEAVis,117.573149622459,138.4777683,20.904618677541,mint_shrink
AEAVis,211.118978385389,238.8478875,27.728909114611,mint_shrink
AEAVis,141.930100122345,117.7073742,-24.222725922345,mint_shrink
AEAVis,133.08934939738,182.0441678,48.95481840262,mint_shrink
AEAVis,199.898930681877,177.8595414,-22.039389281877,mint_shrink
AEAVis,112.250659092578,205.184964,92.934304907422,mint_shrink
AEAVis,120.293512354609,136.282905,15.989392645391,mint_shrink
AEAVis,192.101772037072,168.4287317,-23.673040337072,mint_shrink
AEAVis,154.097403434735,105.6632227,-48.434180734735,mint_shrink
AEAVis,212.97767451613,266.5726747,53.59500018387,mint_shrink
AEABus,75.52537240238,19.7362683,-55.78910410238,mint_shrink
AEABus,124.037530592515,29.3579234,-94.679607192515,mint_shrink
AEABus,95.9116126865862,41.9904204,-53.9211922865862,mint_shrink
AEABus,85.4749176335137,88.4183856,2.9434679664863,mint_shrink
AEABus,83.6995366601268,69.3050877,-14.3944489601268,mint_shrink
AEABus,76.7394472081296,77.7875879,1.0481406918704,mint_shrink
AEABus,85.7957012555148,66.6320442,-19.1636570555148,mint_shrink
AEABus,81.4103564822209,57.2125382,-24.1978182822209,mint_shrink
AEABus,97.95500801788,48.7830205,-49.17198751788,mint_shrink
AEABus,86.4465703502451,91.1182221,4.6716517497549,mint_shrink
AEABus,89.7458119178531,92.1302484,2.3844364821469,mint_shrink
AEABus,73.4740926099621,45.3585496,-28.1155430099621,mint_shrink
AEABus,69.6183927501054,39.058557,-30.5598357501054,mint_shrink
AEABus,108.753837542633,42.8051869,-65.948650642633,mint_shrink
AEABus,87.3207596489949,100.1408809,12.8201212510051,mint_shrink
AEABus,79.154814545184,9.7487999,-69.406014645184,mint_shrink
AEABus,83.3341206539664,104.5848304,21.2507097460336,mint_shrink
AEABus,77.768640414147,137.6913967,59.922756285853,mint_shrink
AEABus,76.1980062878021,176.2097681,100.011761812198,mint_shrink
AEABus,77.5524433572046,80.357276,2.8048326427954,mint_shrink
AEABus,96.9993327730588,57.0027311,-39.9966016730588,mint_shrink
AEABus,89.7053900041084,73.9698072,-15.7355828041084,mint_shrink
AEABus,97.9362074993052,88.5045746,-9.4316328993052,mint_shrink
AEABus,74.1613403051975,44.5758812,-29.5854591051975,mint_shrink
AEAOth,16.9590306648072,41.662623,24.7035923351928,mint_shrink
AEAOth,14.0616767113003,1.3785528,-12.6831239113003,mint_shrink
AEAOth,27.268990596877,10.9229653,-16.346025296877,mint_shrink
AEAOth,20.780287029966,25.1886313,4.408344270034,mint_shrink
AEAOth,16.3010150147363,22.0719083,5.7708932852637,mint_shrink
AEAOth,17.2190165240384,8.7349339,-8.4840826240384,mint_shrink
AEAOth,19.9294884620932,15.4776462,-4.4518422620932,mint_shrink
AEAOth,23.2808574398884,4.8626966,-18.4181608398884,mint_shrink
AEAOth,32.4323853760366,18.950933,-13.4814523760366,mint_shrink
AEAOth,24.4816542935869,10.9166904,-13.5649638935869,mint_shrink
AEAOth,14.7655517366215,100.7796351,86.0140833633785,mint_shrink
AEAOth,14.6670491296718,9.9863069,-4.6807422296718,mint_shrink
AEAOth,19.3864453116,42.0864185,22.6999731884,mint_shrink
AEAOth,15.7548095225333,7.2551788,-8.4996307225333,mint_shrink
AEAOth,29.6134937222114,84.0819916,54.4684978777886,mint_shrink
AEAOth,24.534137114498,30.6286773,6.094540185502,mint_shrink
AEAOth,20.4592774419865,22.941623,2.4823455580135,mint_shrink
AEAOth,21.1952819511382,18.2839184,-2.9113635511382,mint_shrink
AEAOth,26.5397914626398,26.6877413,0.147949837360198,mint_shrink
AEAOth,30.1239602159038,34.3456722,4.2217119840962,mint_shrink
AEAOth,36.2087282283368,12.9160122,-23.2927160283368,mint_shrink
AEAOth,29.0165851632357,32.4870578,3.4704726367643,mint_shrink
AEAOth,22.322462223185,0,-22.322462223185,mint_shrink
AEAOth,18.7286531646904,20.1022787,1.3736255353096,mint_shrink
AEBHol,256.804070196939,224.6520667,-32.152003496939,mint_shrink
AEBHol,73.5037443594058,75.9390023,2.4352579405942,mint_shrink
AEBHol,74.6302799427032,69.4107644,-5.21951554270319,mint_shrink
AEBHol,129.547280891169,136.1225827,6.575301808831,mint_shrink
AEBHol,93.5647094600569,70.6244674,-22.9402420600569,mint_shrink
AEBHol,82.4925000357366,91.9386242,9.44612416426341,mint_shrink
AEBHol,94.5600100022543,92.1227154,-2.4372946022543,mint_shrink
AEBHol,97.0275616535036,124.0952375,27.0676758464964,mint_shrink
AEBHol,81.3992165319437,34.8087867,-46.5904298319437,mint_shrink
AEBHol,155.925349935904,182.0380297,26.112679764096,mint_shrink
AEBHol,88.4258243786943,100.9971183,12.5712939213057,mint_shrink
AEBHol,38.8058061246505,42.5286415,3.7228353753495,mint_shrink
AEBHol,256.665965595761,186.1950123,-70.470953295761,mint_shrink
AEBHol,68.9646621276672,37.7714927,-31.1931694276672,mint_shrink
AEBHol,72.3243668453525,144.5775019,72.2531350546475,mint_shrink
AEBHol,118.364338882292,228.0597903,109.695451417708,mint_shrink
AEBHol,87.4954103505566,125.3016918,37.8062814494434,mint_shrink
AEBHol,82.2374297280715,76.0982803,-6.13914942807151,mint_shrink
AEBHol,94.0436210951933,182.4806682,88.4370471048067,mint_shrink
AEBHol,102.841255396256,78.4077551,-24.433500296256,mint_shrink
AEBHol,89.5423019674953,85.9660353,-3.5762666674953,mint_shrink
AEBHol,156.67518910895,139.1826893,-17.49249980895,mint_shrink
AEBHol,98.2637277831293,47.0163012,-51.2474265831293,mint_shrink
AEBHol,48.6080454924229,88.514162,39.9061165075771,mint_shrink
AEBVis,223.759058599638,213.5897642,-10.169294399638,mint_shrink
AEBVis,76.9971606239472,52.080363,-24.9167976239472,mint_shrink
AEBVis,92.6551795056728,73.1950373,-19.4601422056728,mint_shrink
AEBVis,139.363735193304,273.2297522,133.866017006696,mint_shrink
AEBVis,75.0300075172585,109.8034934,34.7734858827415,mint_shrink
AEBVis,107.34257445147,113.4343803,6.09180584853,mint_shrink
AEBVis,132.476587635074,112.0224072,-20.454180435074,mint_shrink
AEBVis,87.883993630143,79.3018384,-8.582155230143,mint_shrink
AEBVis,91.84546014165,116.20495,24.35948985835,mint_shrink
AEBVis,138.415536934688,200.0998273,61.684290365312,mint_shrink
AEBVis,66.7714923865532,71.0527186,4.2812262134468,mint_shrink
AEBVis,138.352403121813,106.6486556,-31.703747521813,mint_shrink
AEBVis,229.228448645727,102.7485252,-126.479923445727,mint_shrink
AEBVis,87.9893586752458,59.6917584,-28.2976002752458,mint_shrink
AEBVis,89.5694634257275,143.1009245,53.5314610742725,mint_shrink
AEBVis,131.627634723391,113.8901705,-17.737464223391,mint_shrink
AEBVis,81.1208891492884,71.8627425,-9.25814664928841,mint_shrink
AEBVis,104.624154336189,77.2340833,-27.390071036189,mint_shrink
AEBVis,124.241423541023,141.0909019,16.849478358977,mint_shrink
AEBVis,77.4445974117719,161.8842001,84.4396026882281,mint_shrink
AEBVis,86.6664290668346,168.1820002,81.5155711331654,mint_shrink
AEBVis,138.821547554996,86.9270565,-51.894491054996,mint_shrink
AEBVis,91.9084502321721,111.1627087,19.2542584678279,mint_shrink
AEBVis,138.623652352823,188.556719,49.933066647177,mint_shrink
AEBBus,29.1746923892579,42.0276495,12.8529571107421,mint_shrink
AEBBus,35.773784240398,38.6991166,2.925332359602,mint_shrink
AEBBus,86.6915280321562,75.8058073,-10.8857207321562,mint_shrink
AEBBus,23.8593243110335,100.5847776,76.7254532889665,mint_shrink
AEBBus,52.2086515045518,146.4756314,94.2669798954482,mint_shrink
AEBBus,50.1433713414293,69.737634,19.5942626585707,mint_shrink
AEBBus,68.3309976442889,52.1840968,-16.1469008442889,mint_shrink
AEBBus,82.1038118849006,66.794346,-15.3094658849006,mint_shrink
AEBBus,56.657527597809,29.26554,-27.391987597809,mint_shrink
AEBBus,31.4482914932162,83.0230056,51.5747141067838,mint_shrink
AEBBus,56.1398333378033,476.930545,420.790711662197,mint_shrink
AEBBus,57.829609586533,58.260474,0.430864413466999,mint_shrink
AEBBus,49.8124033234152,9.3592819,-40.4531214234152,mint_shrink
AEBBus,61.0750546769868,21.7045861,-39.3704685769868,mint_shrink
AEBBus,101.658100830458,57.4428398,-44.215261030458,mint_shrink
AEBBus,50.1768411430199,108.3655748,58.1887336569801,mint_shrink
AEBBus,73.7724673655192,67.634171,-6.13829636551921,mint_shrink
AEBBus,63.9749731105778,56.6522967,-7.3226764105778,mint_shrink
AEBBus,78.8201411649659,76.1439298,-2.67621136496591,mint_shrink
AEBBus,94.8398861191596,39.3943326,-55.4455535191596,mint_shrink
AEBBus,67.7469853350051,51.7885543,-15.9584310350051,mint_shrink
AEBBus,46.4080819902068,69.6078966,23.1998146097932,mint_shrink
AEBBus,62.1642023162666,65.0279844,2.86378208373339,mint_shrink
AEBBus,40.4908773257368,32.2648482,-8.22602912573679,mint_shrink
AEBOth,10.414708236085,7.522471,-2.892237236085,mint_shrink
AEBOth,5.91224588434079,52.5292995,46.6170536156592,mint_shrink
AEBOth,1.29283279957039,28.0332291,26.7403963004296,mint_shrink
AEBOth,22.2428690480959,3.5806596,-18.6622094480959,mint_shrink
AEBOth,3.76538200212194,26.1695918,22.4042097978781,mint_shrink
AEBOth,32.6080304373353,15.0427425,-17.5652879373353,mint_shrink
AEBOth,1.86950812761519,0,-1.86950812761519,mint_shrink
AEBOth,20.116165155519,5.677979,-14.438186155519,mint_shrink
AEBOth,12.5350114042613,47.6191163,35.0841048957387,mint_shrink
AEBOth,3.25908699756869,23.9504081,20.6913211024313,mint_shrink
AEBOth,20.6219734113318,6.2246801,-14.3972933113318,mint_shrink
AEBOth,-6.07334113343491,5.2083887,11.2817298334349,mint_shrink
AEBOth,10.154747362699,33.1295754,22.974828037301,mint_shrink
AEBOth,2.80595220395675,30.4690593,27.6631070960433,mint_shrink
AEBOth,2.60960502567714,10.1116934,7.50208837432286,mint_shrink
AEBOth,23.5290849715011,118.2138827,94.6847977284989,mint_shrink
AEBOth,3.4481864064277,10.4883435,7.0401570935723,mint_shrink
AEBOth,35.9062132553334,12.7808648,-23.1253484553334,mint_shrink
AEBOth,6.31807031493176,56.9357025,50.6176321850682,mint_shrink
AEBOth,25.446129350682,17.8722647,-7.573864650682,mint_shrink
AEBOth,15.5239706811302,6.4813866,-9.0425840811302,mint_shrink
AEBOth,10.6755738473402,32.005838,21.3302641526598,mint_shrink
AEBOth,26.233110779196,12.4174483,-13.815662479196,mint_shrink
AEBOth,0.408412735603266,0,-0.408412735603266,mint_shrink
AECHol,36.9947815211585,17.6753566,-19.3194249211585,mint_shrink
AECHol,21.170874925957,0.5095758,-20.661299125957,mint_shrink
AECHol,29.4746629837117,50.4656556,20.9909926162883,mint_shrink
AECHol,56.6232943735374,43.3362875,-13.2870068735374,mint_shrink
AECHol,66.3647232500083,29.829252,-36.5354712500083,mint_shrink
AECHol,60.8191498486037,57.2178099,-3.6013399486037,mint_shrink
AECHol,90.2386796646667,81.351492,-8.88718766466671,mint_shrink
AECHol,60.3890164365523,99.1337448,38.7447283634477,mint_shrink
AECHol,90.3816267218496,57.3607708,-33.0208559218496,mint_shrink
AECHol,95.8055321253967,133.729999,37.9244668746033,mint_shrink
AECHol,30.9365509599253,42.0087952,11.0722442400747,mint_shrink
AECHol,18.8648200529956,18.3205742,-0.544245852995601,mint_shrink
AECHol,34.9373005775749,4.1743037,-30.7629968775749,mint_shrink
AECHol,23.160026546139,21.0935583,-2.066468246139,mint_shrink
AECHol,23.6780316438123,13.9540392,-9.7239924438123,mint_shrink
AECHol,65.1134069254396,129.1506879,64.0372809745604,mint_shrink
AECHol,62.4146209519672,46.4683281,-15.9462928519672,mint_shrink
AECHol,57.895482607115,71.3546924,13.459209792885,mint_shrink
AECHol,93.4522615229052,106.0244082,12.5721466770948,mint_shrink
AECHol,69.6803961038617,97.8736677,28.1932715961383,mint_shrink
AECHol,99.2145844409961,119.2896639,20.0750794590039,mint_shrink
AECHol,93.0547418948184,79.7010814,-13.3536604948184,mint_shrink
AECHol,40.2229776394933,22.9010472,-17.3219304394933,mint_shrink
AECHol,23.1869754677945,2.9567251,-20.2302503677945,mint_shrink
AECVis,50.5804945774001,48.777598,-1.80289657740011,mint_shrink
AECVis,20.1181109330014,6.9439939,-13.1741170330014,mint_shrink
AECVis,20.2026219804729,3.5176441,-16.6849778804729,mint_shrink
AECVis,39.463338803996,58.4707676,19.007428796004,mint_shrink
AECVis,30.5247736330937,23.5357462,-6.9890274330937,mint_shrink
AECVis,19.5446561485825,17.1550322,-2.3896239485825,mint_shrink
AECVis,37.4470652664117,2.5113654,-34.9356998664117,mint_shrink
AECVis,26.9512120499164,0,-26.9512120499164,mint_shrink
AECVis,30.1292313248573,3.6898983,-26.4393330248573,mint_shrink
AECVis,37.6076902706504,59.8859235,22.2782332293496,mint_shrink
AECVis,1.51967732894255,2.3421382,0.82246087105745,mint_shrink
AECVis,31.6551506922355,34.0382327,2.3830820077645,mint_shrink
AECVis,42.2723144897722,1.6785289,-40.5937855897722,mint_shrink
AECVis,16.8495782333343,18.6097499,1.7601716666657,mint_shrink
AECVis,16.9282802866039,35.8249248,18.8966445133961,mint_shrink
AECVis,32.6453950880627,14.6452951,-18.0000999880627,mint_shrink
AECVis,27.5766105173905,39.1689561,11.5923455826095,mint_shrink
AECVis,18.56495518988,17.2327302,-1.33222498988,mint_shrink
AECVis,34.706331214415,29.1190246,-5.587306614415,mint_shrink
AECVis,21.9573234819004,16.0118042,-5.9455192819004,mint_shrink
AECVis,29.2492727920661,21.4962097,-7.7530630920661,mint_shrink
AECVis,33.5041212069385,0,-33.5041212069385,mint_shrink
AECVis,31.6784135734032,19.5059895,-12.1724240734032,mint_shrink
AECVis,25.0459067803755,18.5486567,-6.4972500803755,mint_shrink
AECBus,12.7658175690081,0,-12.7658175690081,mint_shrink
AECBus,21.3577975178695,21.8044892,0.446691682130499,mint_shrink
AECBus,20.136539168415,1.1951257,-18.941413468415,mint_shrink
AECBus,21.5003995758013,25.1598298,3.6594302241987,mint_shrink
AECBus,35.5554510014608,0,-35.5554510014608,mint_shrink
AECBus,13.7216143553641,50.6681452,36.9465308446359,mint_shrink
AECBus,25.8580794434882,55.2156562,29.3575767565118,mint_shrink
AECBus,36.032156098909,117.6933512,81.661195101091,mint_shrink
AECBus,34.456847077427,17.2580585,-17.198788577427,mint_shrink
AECBus,24.2509920704548,61.9934984,37.7425063295452,mint_shrink
AECBus,34.8978250113037,25.8835935,-9.0142315113037,mint_shrink
AECBus,27.0101464154394,13.4715826,-13.5385638154394,mint_shrink
AECBus,20.7312397143066,55.7386903,35.0074505856934,mint_shrink
AECBus,27.1164384258742,27.3009767,0.184538274125799,mint_shrink
AECBus,30.0870238322851,10.9947071,-19.0923167322851,mint_shrink
AECBus,27.6248838165121,14.8444494,-12.7804344165121,mint_shrink
AECBus,43.0486298891648,72.6993207,29.6506908108352,mint_shrink
AECBus,22.3895217155854,32.8553943,10.4658725844146,mint_shrink
AECBus,34.1301343315746,28.0380794,-6.0920549315746,mint_shrink
AECBus,47.6249027602134,95.0447907,47.4198879397866,mint_shrink
AECBus,37.7688726001681,25.4794832,-12.2893894001681,mint_shrink
AECBus,37.0109082381643,45.2458543,8.2349460618357,mint_shrink
AECBus,39.3433773812932,38.3172833,-1.0260940812932,mint_shrink
AECBus,36.6280388668085,253.3159629,216.687924033191,mint_shrink
AECOth,-16.3565750928764,1.5909781,17.9475531928764,mint_shrink
AECOth,-13.3021747075199,9.1214414,22.4236161075199,mint_shrink
AECOth,-13.6637875126868,3.5641314,17.2279189126868,mint_shrink
AECOth,-1.22848672379011,0.8838797,2.11236642379011,mint_shrink
AECOth,-8.39156205325343,3.4064783,11.7980403532534,mint_shrink
AECOth,-12.1571613641882,0,12.1571613641882,mint_shrink
AECOth,-10.2049981852625,0,10.2049981852625,mint_shrink
AECOth,-12.4231774173014,0,12.4231774173014,mint_shrink
AECOth,4.82661413083317,23.9398216,19.1132074691668,mint_shrink
AECOth,-8.40720582560265,0,8.40720582560265,mint_shrink
AECOth,-9.21187652965393,0,9.21187652965393,mint_shrink
AECOth,46.0736894732432,0,-46.0736894732432,mint_shrink
AECOth,-14.592910247442,10.9008486,25.493758847442,mint_shrink
AECOth,-11.0302024948508,0,11.0302024948508,mint_shrink
AECOth,-11.9707300440471,0,11.9707300440471,mint_shrink
AECOth,-0.39184066285532,0,0.39184066285532,mint_shrink
AECOth,-7.21796987558105,24.1542866,31.372256475581,mint_shrink
AECOth,-9.01416929856957,0,9.01416929856957,mint_shrink
AECOth,-7.44325784935063,0,7.44325784935063,mint_shrink
AECOth,-9.75031974454947,0,9.75031974454947,mint_shrink
AECOth,4.67308018758751,8.1079261,3.43484591241249,mint_shrink
AECOth,-6.66511796913501,10.1476688,16.812786769135,mint_shrink
AECOth,-9.10595873316241,0,9.10595873316241,mint_shrink
AECOth,45.3609105372277,1.9363084,-43.4246021372277,mint_shrink
AEDHol,102.393641421053,114.3299735,11.936332078947,mint_shrink
AEDHol,68.6350667191445,52.4538447,-16.1812220191445,mint_shrink
AEDHol,83.6066873190538,36.0591214,-47.5475659190538,mint_shrink
AEDHol,126.172315760993,130.2755221,4.10320633900699,mint_shrink
AEDHol,86.0467250882016,140.9746425,54.9279174117984,mint_shrink
AEDHol,99.7865994309933,81.8842221,-17.9023773309933,mint_shrink
AEDHol,116.146231782538,99.1987862,-16.947445582538,mint_shrink
AEDHol,85.3482708029232,71.1450156,-14.2032552029232,mint_shrink
AEDHol,84.8910251731918,86.5006153,1.6095901268082,mint_shrink
AEDHol,114.36415483278,134.9242691,20.56011426722,mint_shrink
AEDHol,71.5266432053586,83.4617032,11.9350599946414,mint_shrink
AEDHol,61.9233922223142,48.464407,-13.4589852223142,mint_shrink
AEDHol,110.235069834355,119.5735772,9.338507365645,mint_shrink
AEDHol,74.4337478958796,71.2041096,-3.22963829587961,mint_shrink
AEDHol,91.5649603916552,90.3164895,-1.2484708916552,mint_shrink
AEDHol,130.301495898495,104.6723907,-25.629105198495,mint_shrink
AEDHol,94.9364960130524,185.4503238,90.5138277869476,mint_shrink
AEDHol,106.930551670836,129.8445311,22.913979429164,mint_shrink
AEDHol,125.152020493397,194.5261119,69.374091406603,mint_shrink
AEDHol,96.3722876458096,127.6731668,31.3008791541904,mint_shrink
AEDHol,100.205530701588,39.724934,-60.480596701588,mint_shrink
AEDHol,129.602140690882,194.5157016,64.913560909118,mint_shrink
AEDHol,84.6844377692869,96.6245488,11.9401110307131,mint_shrink
AEDHol,79.0259360479365,54.814178,-24.2117580479365,mint_shrink
AEDVis,67.4072620013616,32.3791074,-35.0281546013616,mint_shrink
AEDVis,40.5420002857427,49.0674008,8.5254005142573,mint_shrink
AEDVis,46.4974908545115,37.8174763,-8.68001455451149,mint_shrink
AEDVis,63.2524051450487,53.8271802,-9.4252249450487,mint_shrink
AEDVis,43.2926501673128,59.5123338,16.2196836326872,mint_shrink
AEDVis,51.1948483958873,74.7819606,23.5871122041127,mint_shrink
AEDVis,55.2105376002781,73.6171678,18.4066301997219,mint_shrink
AEDVis,45.4972294558242,31.0432509,-14.4539785558242,mint_shrink
AEDVis,50.6690149453599,33.9335778,-16.7354371453599,mint_shrink
AEDVis,52.9360179185593,61.1597202,8.2237022814407,mint_shrink
AEDVis,45.2566070814894,34.9078446,-10.3487624814894,mint_shrink
AEDVis,62.4067596753228,113.3411946,50.9344349246772,mint_shrink
AEDVis,63.2886262525225,54.1669862,-9.1216400525225,mint_shrink
AEDVis,43.6413251250888,34.1967142,-9.4446109250888,mint_shrink
AEDVis,51.5894264141101,26.0703492,-25.5190772141101,mint_shrink
AEDVis,75.5490783827959,29.7499473,-45.7991310827959,mint_shrink
AEDVis,50.0141918972098,63.9880149,13.9738230027902,mint_shrink
AEDVis,56.4523152781717,90.1722077,33.7198924218283,mint_shrink
AEDVis,57.8129975624504,11.3485645,-46.4644330624504,mint_shrink
AEDVis,54.942533830797,21.894574,-33.047959830797,mint_shrink
AEDVis,52.778552105163,57.0336039,4.255051794837,mint_shrink
AEDVis,48.5454759424078,33.611982,-14.9334939424078,mint_shrink
AEDVis,53.8559429072132,51.2936499,-2.5622930072132,mint_shrink
AEDVis,58.8511016300738,68.4730933,9.6219916699262,mint_shrink
AEDBus,52.0139995399582,29.1672554,-22.8467441399582,mint_shrink
AEDBus,27.104843376885,0,-27.104843376885,mint_shrink
AEDBus,28.7364446217361,123.4096262,94.6731815782639,mint_shrink
AEDBus,29.3870494884015,0,-29.3870494884015,mint_shrink
AEDBus,30.031128296604,8.3430528,-21.688075496604,mint_shrink
AEDBus,35.3495159987605,37.3268531,1.9773371012395,mint_shrink
AEDBus,36.0741339294429,14.4994179,-21.5747160294429,mint_shrink
AEDBus,29.0805115809014,2.5704914,-26.5100201809014,mint_shrink
AEDBus,31.7962673705221,0,-31.7962673705221,mint_shrink
AEDBus,27.495799339749,3.3278045,-24.167994839749,mint_shrink
AEDBus,25.0715451893954,7.3013456,-17.7701995893954,mint_shrink
AEDBus,18.6044913518036,6.801161,-11.8033303518036,mint_shrink
AEDBus,50.3892414717583,32.2088515,-18.1803899717583,mint_shrink
AEDBus,26.0105361352002,9.2514426,-16.7590935352002,mint_shrink
AEDBus,28.7726903301495,11.1537329,-17.6189574301495,mint_shrink
AEDBus,26.5711038450854,20.3116399,-6.2594639450854,mint_shrink
AEDBus,24.0258910958772,90.9809915,66.9551004041228,mint_shrink
AEDBus,29.9102595286132,0,-29.9102595286132,mint_shrink
AEDBus,35.6925606125761,16.7384657,-18.9540949125761,mint_shrink
AEDBus,24.4907111736885,0,-24.4907111736885,mint_shrink
AEDBus,27.9599065527084,7.5244105,-20.4354960527084,mint_shrink
AEDBus,27.5922391270941,15.5212746,-12.0709645270941,mint_shrink
AEDBus,25.7047754274251,0,-25.7047754274251,mint_shrink
AEDBus,19.1746980859468,0,-19.1746980859468,mint_shrink
AEDOth,9.63318885666946,0,-9.63318885666946,mint_shrink
AEDOth,4.68455369902984,0,-4.68455369902984,mint_shrink
AEDOth,6.27154769557612,5.5719904,-0.69955729557612,mint_shrink
AEDOth,11.0320484215957,6.149979,-4.8820694215957,mint_shrink
AEDOth,5.46333162167579,6.863982,1.40065037832421,mint_shrink
AEDOth,4.18079595545717,2.2325707,-1.94822525545717,mint_shrink
AEDOth,3.37756840685178,0,-3.37756840685178,mint_shrink
AEDOth,4.62073171441103,0,-4.62073171441103,mint_shrink
AEDOth,2.49908888910968,14.8909185,12.3918296108903,mint_shrink
AEDOth,5.87391463284183,0,-5.87391463284183,mint_shrink
AEDOth,4.07294008172035,0,-4.07294008172035,mint_shrink
AEDOth,4.39130877533194,9.3432909,4.95198212466806,mint_shrink
AEDOth,9.14498006247247,26.9574257,17.8124456375275,mint_shrink
AEDOth,5.48622509810399,0,-5.48622509810399,mint_shrink
AEDOth,6.37903149204888,21.6745298,15.2954983079511,mint_shrink
AEDOth,11.0095022038597,7.4771888,-3.5323134038597,mint_shrink
AEDOth,7.15585102105151,5.1703751,-1.98547592105151,mint_shrink
AEDOth,5.53161708377616,1.6255113,-3.90610578377616,mint_shrink
AEDOth,4.51100049564492,0,-4.51100049564492,mint_shrink
AEDOth,5.60710278916149,14.6994168,9.09231401083851,mint_shrink
AEDOth,5.00087261349159,3.5104364,-1.49043621349159,mint_shrink
AEDOth,6.95610580588604,16.7970453,9.84093949411396,mint_shrink
AEDOth,5.25190372498639,0,-5.25190372498639,mint_shrink
AEDOth,6.72135880248013,0,-6.72135880248013,mint_shrink
AFAHol,230.141451341093,384.2098433,154.068391958907,mint_shrink
AFAHol,93.7439987350863,62.323073,-31.4209257350863,mint_shrink
AFAHol,115.252762567838,145.3033887,30.050626132162,mint_shrink
AFAHol,155.2755143956,95.5840029,-59.6915114956,mint_shrink
AFAHol,124.024452288408,66.1316123,-57.892839988408,mint_shrink
AFAHol,97.7845570575126,58.0956352,-39.6889218575126,mint_shrink
AFAHol,131.538316439612,83.4685798,-48.069736639612,mint_shrink
AFAHol,91.8383443177156,65.6286667,-26.2096776177156,mint_shrink
AFAHol,102.23083026371,103.3883228,1.15749253628999,mint_shrink
AFAHol,180.528362378016,117.5765594,-62.951802978016,mint_shrink
AFAHol,85.3735192451309,57.6359031,-27.7376161451309,mint_shrink
AFAHol,58.4097367581396,85.8864796,27.4767428418604,mint_shrink
AFAHol,213.613139307677,207.9422174,-5.67092190767698,mint_shrink
