,Series,ETS.unweighted ,ARIMA.unweighted ,OLS.unweighted ,ETS.weighted ,ARIMA.weighted ,OLS.weighted ,Actual,date,ForecastInterval
5667,Zone x Purpose/FBVis,78.61713101,75.12687539,84.45820796,68.35539843,64.6119004,72.54089857,30.3156771,3,24Step
5668,Zone x Purpose/FBVis,109.2502455,97.69541844,100.0488241,90.63472652,80.94796347,85.85383846,36.4899111,4,24Step
5669,Zone x Purpose/FBVis,46.79041074,55.4657393,53.70307625,41.20696026,57.11675368,44.22364033,85.3661294,5,24Step
5670,Zone x Purpose/FBVis,55.66903969,52.37436535,63.70894338,47.73572608,58.23811434,49.54710427,68.4857283,6,24Step
5671,Zone x Purpose/FBVis,60.3485613,36.56158106,69.99728718,55.01478828,48.66852825,57.67024029,54.6893588,7,24Step
5672,Zone x Purpose/FBVis,46.35085611,50.09170408,55.73576423,47.8917526,54.2740838,42.8491628,29.5520799,8,24Step
5673,Zone x Purpose/FBVis,43.99772215,25.4224158,44.87695342,41.23576883,35.54586394,40.91533662,3.9258218,9,24Step
5674,Zone x Purpose/FBVis,70.73720826,81.00401764,69.5746233,60.96226199,72.03678581,57.76962689,30.9908526,10,24Step
5675,Zone x Purpose/FBVis,61.42147739,96.47574859,73.82412667,61.08493785,106.5101439,58.49764569,206.337791,11,24Step
5676,Zone x Purpose/FBVis,87.99248253,49.09869212,80.8529298,78.58670743,69.17987103,70.84479255,100.0142673,12,24Step
5677,Zone x Purpose/FBVis,194.4966794,164.8525927,158.8365648,154.7017197,100.876555,150.8713918,42.9815628,13,24Step
5678,Zone x Purpose/FBVis,73.50195761,46.39320346,74.71437342,69.21563997,69.51503356,67.59000564,31.3223119,14,24Step
5679,Zone x Purpose/FBVis,78.20927145,71.72656388,80.06774371,67.61296735,62.85416806,71.81656757,57.838946,15,24Step
5680,Zone x Purpose/FBVis,108.9152512,93.30652719,97.77350969,89.84947706,71.49490517,89.00227383,42.4551885,16,24Step
5681,Zone x Purpose/FBVis,46.22326869,60.04111166,52.62693773,40.52126905,60.08916181,44.41024698,66.9753966,17,24Step
5682,Zone x Purpose/FBVis,55.06060318,64.46914284,58.06921705,47.03051242,63.41198298,49.25757092,101.458351,18,24Step
5683,Zone x Purpose/FBVis,59.5084184,46.83500683,68.40883665,54.15688495,52.16898718,59.65164416,37.027133,19,24Step
5684,Zone x Purpose/FBVis,45.53525469,61.73858411,52.35081283,47.09411595,54.70552554,43.37480446,50.8571934,20,24Step
5685,Zone x Purpose/FBVis,43.37846471,27.06862403,49.74566436,40.50337426,41.59814788,42.10666706,54.3928795,21,24Step
5686,Zone x Purpose/FBVis,70.23043138,78.17494526,74.41238435,60.23519228,62.11461418,66.40704993,44.7555814,22,24Step
5687,Zone x Purpose/FBVis,61.10375904,80.52524991,70.61963488,60.45652964,84.90881269,60.55149033,38.2612044,23,24Step
5688,Zone x Purpose/FBVis,87.64237451,60.48533987,84.69582029,78.03077781,74.54170883,75.23960396,111.5759219,24,24Step
5689,Zone x Purpose/FBBus,18.35524463,44.07904637,28.04988102,21.21019879,18.40013834,20.60854366,5.3047071,1,24Step
5690,Zone x Purpose/FBBus,33.58805901,32.6881718,24.09945621,26.39587518,29.77271686,20.16992486,36.2816541,2,24Step
5691,Zone x Purpose/FBBus,49.68478707,24.40800542,23.75500289,28.28745067,28.23284936,24.04057309,20.9353153,3,24Step
5692,Zone x Purpose/FBBus,30.39724122,12.94298222,22.88348797,26.71810516,29.95604091,25.73538043,88.4860346,4,24Step
5693,Zone x Purpose/FBBus,42.35762515,15.84525057,17.66236512,27.98914616,23.28974536,20.02282075,50.8185894,5,24Step
5694,Zone x Purpose/FBBus,42.36230705,26.13482734,20.78748054,25.81303536,27.73870674,21.96636879,0.3512807,6,24Step
5695,Zone x Purpose/FBBus,56.42212787,34.16264308,29.4395879,27.29274878,24.29087869,30.12427618,8.8159786,7,24Step
5696,Zone x Purpose/FBBus,50.8820878,28.92233042,34.75359359,28.56075259,26.44496465,32.10461354,29.2842081,8,24Step
5697,Zone x Purpose/FBBus,46.8012191,19.6377235,21.41609738,27.93548901,28.04173286,21.64505584,12.9750248,9,24Step
5698,Zone x Purpose/FBBus,42.61312146,22.35535867,22.41516688,26.6016295,27.27358854,23.47912482,12.1893543,10,24Step
5699,Zone x Purpose/FBBus,45.07221615,23.28016628,23.99636502,30.29990562,31.57715483,25.18168056,45.7045607,11,24Step
5700,Zone x Purpose/FBBus,26.83645509,7.397937763,15.50900061,27.02833628,22.10570866,16.94896098,3.8366716,12,24Step
5701,Zone x Purpose/FBBus,18.13875158,12.69625232,18.62365684,21.25983861,21.59908501,19.98303397,9.2567105,13,24Step
5702,Zone x Purpose/FBBus,32.77780573,2.88237929,18.69753163,26.42594313,28.21639876,18.92193192,17.7949503,14,24Step
5703,Zone x Purpose/FBBus,48.90723483,-1.581151592,20.71266618,28.31196036,26.32449952,21.89256263,33.9234963,15,24Step
5704,Zone x Purpose/FBBus,29.68774522,-4.907292482,21.98007575,26.7547837,28.26091471,22.79790276,4.1874464,16,24Step
5705,Zone x Purpose/FBBus,41.38532283,-5.555252548,17.7243649,27.99465392,28.08290871,18.58660298,27.3713556,17,24Step
5706,Zone x Purpose/FBBus,41.31660488,-2.305916014,20.17959921,25.80396952,23.31563676,20.92116509,4.5489623,18,24Step
5707,Zone x Purpose/FBBus,55.26401852,3.193186377,29.04984128,27.21746649,24.61262581,29.9878948,35.7873121,19,24Step
5708,Zone x Purpose/FBBus,49.74729055,1.296515481,30.40448883,28.4890286,25.3572802,31.20322438,12.534499,20,24Step
5709,Zone x Purpose/FBBus,45.84670425,-1.75140541,20.09295533,27.92513789,27.92964796,20.89107189,61.5272563,21,24Step
5710,Zone x Purpose/FBBus,41.94610506,2.598476455,22.73022647,26.63318482,31.75390651,23.70651734,42.9294417,22,24Step
5711,Zone x Purpose/FBBus,44.57347336,3.836892618,22.23588015,30.35316142,34.72252754,23.27765474,66.6498181,23,24Step
5712,Zone x Purpose/FBBus,26.20733818,-5.155807155,16.79635515,27.08253019,27.48506205,17.44697811,52.1086058,24,24Step
5713,Zone x Purpose/FBOth,3.737949398,12.48603159,-3.555614451,6.197204276,5.932116959,2.599990925,4.5397258,1,24Step
5714,Zone x Purpose/FBOth,13.64470187,-9.097221214,9.196099466,10.27536998,11.65681998,9.279913799,24.6606272,2,24Step
5715,Zone x Purpose/FBOth,12.16841369,-17.611622,10.78076895,13.96484646,11.34698873,12.06681416,4.1461216,3,24Step
5716,Zone x Purpose/FBOth,4.541576696,-8.629929407,0.790924871,7.408134781,7.708884044,1.49306134,0.4639173,4,24Step
5717,Zone x Purpose/FBOth,7.343387169,-6.165408939,3.637562231,9.5303288,8.227642323,6.566813124,0,5,24Step
5718,Zone x Purpose/FBOth,7.252798903,-8.118417416,4.830317352,7.987944072,9.198352315,5.61334836,4.9810693,6,24Step
5719,Zone x Purpose/FBOth,-0.707848102,1.823298988,1.815044452,8.310173347,9.10872438,4.185559186,12.4782442,7,24Step
5720,Zone x Purpose/FBOth,15.07206655,2.332800296,16.03089046,11.05923663,10.42020453,17.61104991,7.9847618,8,24Step
5721,Zone x Purpose/FBOth,4.764469049,2.440622366,4.707824286,8.860767146,9.981867547,8.019075426,31.3383761,9,24Step
5722,Zone x Purpose/FBOth,1.840327693,-7.761733717,0.758121981,9.111844597,9.172270781,4.248624055,13.1270297,10,24Step
5723,Zone x Purpose/FBOth,2.932484047,-8.811612501,2.849146084,7.635518553,8.473406129,3.317724762,2.02647,11,24Step
5724,Zone x Purpose/FBOth,2.599679671,0.733427574,0.90329463,10.0383099,10.63362679,4.354049627,3.1962781,12,24Step
5725,Zone x Purpose/FBOth,4.32909986,-1.416637682,0.968546695,6.124787991,5.139296405,2.701399338,1.7044097,13,24Step
5726,Zone x Purpose/FBOth,13.51211753,-11.98311551,7.536908832,10.243104,11.5552046,8.003812118,7.1291757,14,24Step
5727,Zone x Purpose/FBOth,12.07959841,-14.00927086,9.428521686,13.93292287,12.53104972,11.0160636,43.7374248,15,24Step
5728,Zone x Purpose/FBOth,4.529244036,-7.782299194,0.800985957,7.369281952,7.247528589,2.53594989,3.2562822,16,24Step
5729,Zone x Purpose/FBOth,7.090440162,-8.058408038,3.936431087,9.494839732,8.665181613,5.878567696,0.1927626,17,24Step
5730,Zone x Purpose/FBOth,6.963527842,-9.271252323,3.648993392,7.951559308,9.588170079,4.996177084,5.5039875,18,24Step
5731,Zone x Purpose/FBOth,-1.231544238,-1.632209463,1.4143185,8.270663314,8.893241809,3.206120162,5.2912872,19,24Step
5732,Zone x Purpose/FBOth,14.56370947,-2.496799118,14.44396257,11.01940357,10.69123257,15.76535539,9.3523895,20,24Step
5733,Zone x Purpose/FBOth,4.461988768,1.664976348,4.816683866,8.824099019,9.587087684,6.584790533,1.6659514,21,24Step
5734,Zone x Purpose/FBOth,1.655450949,-1.499681651,1.745085864,9.08488946,9.36563847,3.447553445,11.5654901,22,24Step
5735,Zone x Purpose/FBOth,2.928856497,-3.39104435,2.585969257,7.602307472,8.600168742,3.966544692,0.6861848,23,24Step
5736,Zone x Purpose/FBOth,2.57226046,0.700822357,2.96254309,10.01067406,10.90945068,4.369036837,22.9882954,24,24Step
5737,Zone x Purpose/FCHol,161.488449,208.0619124,178.2752403,205.6531344,238.0095089,197.3323119,296.7422555,1,24Step
5738,Zone x Purpose/FCHol,95.37541269,81.86167115,88.58251681,115.6209307,107.0180065,96.0649385,116.4070462,2,24Step
5739,Zone x Purpose/FCHol,110.8760035,106.0311502,123.8798381,142.1971679,132.4932713,133.2120223,127.0536267,3,24Step
5740,Zone x Purpose/FCHol,88.10804193,92.81936115,88.03601504,111.5495907,111.3373359,93.35244285,48.0001234,4,24Step
5741,Zone x Purpose/FCHol,63.50783236,63.70482407,54.75566638,83.7576774,81.49966313,66.59180196,73.3277631,5,24Step
5742,Zone x Purpose/FCHol,34.87138828,43.68484764,32.15705365,52.60318555,57.93986333,36.50478348,79.4232348,6,24Step
5743,Zone x Purpose/FCHol,46.60021205,44.0435945,29.7934269,63.71446264,54.07724502,41.77432849,34.7433519,7,24Step
5744,Zone x Purpose/FCHol,13.52740373,32.93759826,4.550258175,31.5939291,37.13522944,21.12199163,50.2740578,8,24Step
5745,Zone x Purpose/FCHol,33.29185498,36.69920987,20.44715342,51.45397964,37.82215449,30.3373228,59.2708495,9,24Step
5746,Zone x Purpose/FCHol,65.47512181,64.85909746,46.04938928,86.88671835,77.1177223,57.56285072,28.4318201,10,24Step
5747,Zone x Purpose/FCHol,56.19116531,53.71618578,47.71628176,88.70764368,80.8182238,59.55629164,113.6045684,11,24Step
5748,Zone x Purpose/FCHol,44.10574762,39.57161021,29.82894926,76.43685311,80.32982462,38.03868912,109.5302488,12,24Step
5749,Zone x Purpose/FCHol,157.6355004,199.9967932,165.6258413,206.5172798,229.3007335,175.3049518,209.8095829,13,24Step
5750,Zone x Purpose/FCHol,94.24167845,89.71505099,83.96867059,115.8424134,110.5735298,92.63695127,163.0728542,14,24Step
5751,Zone x Purpose/FCHol,109.4518297,102.9105696,114.8938293,142.4648749,135.3375848,123.1932784,173.4407477,15,24Step
5752,Zone x Purpose/FCHol,86.38665598,88.735686,81.48526253,111.8951531,118.2185186,88.70065923,146.4054531,16,24Step
5753,Zone x Purpose/FCHol,62.41718492,72.58437353,47.5236533,83.96934719,86.92705173,55.75661314,100.0645553,17,24Step
5754,Zone x Purpose/FCHol,33.72349343,43.23757813,21.55729555,52.82509899,62.14371369,28.92472584,28.2266218,18,24Step
5755,Zone x Purpose/FCHol,45.05413871,58.13868587,27.00704906,63.79992286,55.72238134,36.34391145,52.1528462,19,24Step
5756,Zone x Purpose/FCHol,12.22693196,36.78694993,0.797254698,31.68527652,42.04910197,10.94218532,22.4926544,20,24Step
5757,Zone x Purpose/FCHol,32.0936507,48.9941367,17.44137975,51.65106219,40.33356019,24.40731712,39.8607836,21,24Step
5758,Zone x Purpose/FCHol,64.19563737,70.18161334,42.34244048,87.03891133,84.72388877,50.77646075,171.3434446,22,24Step
5759,Zone x Purpose/FCHol,54.96300161,56.53987465,40.90142762,88.95787917,82.45904935,49.5167496,74.7801947,23,24Step
5760,Zone x Purpose/FCHol,43.17207734,40.13800764,24.67966399,76.69969867,78.48154551,33.12341424,102.5152913,24,24Step
5761,Zone x Purpose/FCVis,155.35374,199.2253682,132.4347246,87.08571392,89.14804782,119.8553467,16.3854304,1,24Step
5762,Zone x Purpose/FCVis,66.10123999,49.60914742,63.67798228,53.45932528,58.70645455,58.90947902,40.4910196,2,24Step
5763,Zone x Purpose/FCVis,52.13797656,84.71902547,61.99129143,45.21836261,71.08650307,45.74402501,26.5147137,3,24Step
5764,Zone x Purpose/FCVis,75.71106769,38.56861038,75.34104463,51.11680185,24.51029281,59.1705725,29.0736502,4,24Step
5765,Zone x Purpose/FCVis,45.50071392,48.78348922,53.85930712,34.77123585,46.97547683,40.62455672,1.4357063,5,24Step
5766,Zone x Purpose/FCVis,63.57987298,48.73970627,64.04651324,48.26153495,52.04663767,47.9706284,45.8491609,6,24Step
5767,Zone x Purpose/FCVis,33.41305478,19.56867789,41.61681835,33.16799285,31.41941749,27.46714935,34.2905914,7,24Step
5768,Zone x Purpose/FCVis,25.21931942,20.06709996,40.85212376,23.38082691,35.82015754,25.19954666,31.0747776,8,24Step
5769,Zone x Purpose/FCVis,52.13676997,19.27131891,44.94198182,44.91388016,38.48678689,39.49157662,27.9716499,9,24Step
5770,Zone x Purpose/FCVis,32.18621053,19.51239189,35.05728711,24.58429357,30.65427437,25.34859459,171.2174883,10,24Step
5771,Zone x Purpose/FCVis,68.05016166,36.69293048,64.09398144,49.85481778,34.82472326,42.81044655,25.973506,11,24Step
5772,Zone x Purpose/FCVis,77.76812824,15.73595835,53.75467277,64.84465858,42.90155524,46.15600647,137.4054089,12,24Step
5773,Zone x Purpose/FCVis,155.6187982,211.1332276,132.7372045,86.77830836,87.1473234,122.4725636,36.8567542,13,24Step
5774,Zone x Purpose/FCVis,65.6558616,35.39726536,71.98723743,53.88825638,56.39601179,63.03489136,58.8451456,14,24Step
5775,Zone x Purpose/FCVis,51.73026059,89.66236732,51.28531614,45.6135377,82.97993591,41.30401559,64.1089279,15,24Step
5776,Zone x Purpose/FCVis,75.37624945,49.04405814,71.92451018,51.40454254,29.00569563,61.03711821,30.6166218,16,24Step
5777,Zone x Purpose/FCVis,44.93366465,50.29163455,49.08427966,35.30016073,52.24143611,38.66376688,89.1133386,17,24Step
5778,Zone x Purpose/FCVis,62.97158738,53.22203954,57.42934989,48.83775214,55.28389021,46.52901812,33.988665,18,24Step
5779,Zone x Purpose/FCVis,32.57297632,18.23213186,40.13246272,34.07076738,31.39533788,28.68296869,56.4870871,19,24Step
5780,Zone x Purpose/FCVis,24.40376558,31.40627178,34.93906137,24.23054429,44.18313149,23.52575334,11.2032996,20,24Step
5781,Zone x Purpose/FCVis,51.5176602,13.09449412,50.38781422,45.47766748,37.04250915,40.67836837,12.7327241,21,24Step
5782,Zone x Purpose/FCVis,31.67947181,30.33909615,32.57010079,25.01423113,32.42689535,22.26487243,11.533559,22,24Step
5783,Zone x Purpose/FCVis,67.73264761,40.25125807,55.54827847,50.05285504,33.99715183,43.09533452,33.592881,23,24Step
5784,Zone x Purpose/FCVis,77.41815143,24.05691875,57.79466065,65.05556287,40.15895644,46.78984874,71.7507377,24,24Step
5785,Zone x Purpose/FCBus,21.88769742,34.09078371,35.49390524,55.16303807,67.2130787,35.94151697,177.5165436,1,24Step
5786,Zone x Purpose/FCBus,31.85556231,27.98550351,28.27367785,32.30685122,29.04695508,29.78970483,59.2916353,2,24Step
5787,Zone x Purpose/FCBus,43.76447989,14.70716562,29.77671931,25.09475785,23.93796547,31.99984964,20.5763651,3,24Step
5788,Zone x Purpose/FCBus,28.78269152,8.863563934,15.14229983,32.24476101,28.78765272,17.63684231,15.8636129,4,24Step
5789,Zone x Purpose/FCBus,39.10262555,17.43472117,24.09177333,28.72376689,27.52405018,25.67104498,53.3846436,5,24Step
5790,Zone x Purpose/FCBus,36.05513155,21.14673346,21.29236603,26.70707906,24.21056221,22.41638437,31.8339104,6,24Step
5791,Zone x Purpose/FCBus,48.26344931,25.71108981,19.22594806,21.64400618,21.54346298,18.75685335,0.5898931,7,24Step
5792,Zone x Purpose/FCBus,38.41189995,23.67431343,23.06746359,23.07397844,18.76530434,21.25079141,47.7359815,8,24Step
5793,Zone x Purpose/FCBus,39.89482072,11.00818191,22.18730107,22.05010336,16.94426436,21.9730525,4.9630833,9,24Step
5794,Zone x Purpose/FCBus,42.12819393,18.26226601,28.36486238,29.47300936,22.83788143,27.46084205,29.2959625,10,24Step
5795,Zone x Purpose/FCBus,41.88167713,22.83122429,27.38794727,30.44338076,28.27060111,28.8210102,30.0722436,11,24Step
5796,Zone x Purpose/FCBus,28.71443188,2.347380898,32.67597616,32.89041003,30.43430029,32.3535066,62.5499498,12,24Step
5797,Zone x Purpose/FCBus,21.67125281,2.17386428,25.49043603,54.26505143,61.60014714,27.22493928,27.8333371,13,24Step
5798,Zone x Purpose/FCBus,31.04533737,-0.018632872,28.83626494,31.21064734,28.78845427,30.15482328,40.3378158,14,24Step
5799,Zone x Purpose/FCBus,42.98696561,-11.04619546,28.8234495,23.94793896,25.32208239,30.3239562,13.7566467,15,24Step
5800,Zone x Purpose/FCBus,28.07321268,-15.63148121,19.37340857,31.10283812,33.90178747,20.83127722,42.5418282,16,24Step
5801,Zone x Purpose/FCBus,38.13033879,-8.391408258,25.79575597,27.46117918,26.64303366,26.97149684,55.827152,17,24Step
5802,Zone x Purpose/FCBus,35.00942694,-2.657199603,24.54161295,25.35690948,22.77457879,25.84766596,20.3168013,18,24Step
5803,Zone x Purpose/FCBus,47.10535349,-2.999864598,19.18205544,19.99815175,18.46936436,20.44433504,19.2865465,19,24Step
5804,Zone x Purpose/FCBus,37.27711092,-3.700207899,19.67810107,21.54367636,15.52697128,21.4453239,1.7124077,20,24Step
5805,Zone x Purpose/FCBus,38.94029148,-6.545380683,23.18943492,20.72729197,15.7027877,23.97503807,20.7059641,21,24Step
5806,Zone x Purpose/FCBus,41.46121587,-10.37708825,27.58583905,28.29637358,22.91843241,28.6140841,25.0280314,22,24Step
5807,Zone x Purpose/FCBus,41.38293869,-4.53294187,32.31571117,29.5416336,28.32930419,34.00398147,7.343507,23,24Step
5808,Zone x Purpose/FCBus,28.08532343,-15.8316908,32.00333049,31.93438858,27.80082286,32.65361198,11.7559256,24,24Step
5809,Zone x Purpose/FCOth,7.711772524,-0.585579854,5.754206055,6.002111573,7.067316125,4.672646125,3.8316217,1,24Step
5810,Zone x Purpose/FCOth,12.35357551,-9.863723657,4.083200858,5.025478014,2.230551142,8.422481208,1.1527964,2,24Step
5811,Zone x Purpose/FCOth,6.689476848,-23.02981511,13.33017563,4.595004458,4.335870664,12.60777472,0,3,24Step
5812,Zone x Purpose/FCOth,3.368397331,-10.10593933,5.753567956,5.347707514,7.043500924,6.273177588,0.6958759,4,24Step
5813,Zone x Purpose/FCOth,4.529757899,-6.158185011,5.683659009,5.475078981,3.874246454,4.00690999,10.3276581,5,24Step
5814,Zone x Purpose/FCOth,1.386993734,-8.363461492,6.414961972,4.18602713,3.61319723,4.992908414,0,6,24Step
5815,Zone x Purpose/FCOth,-8.425156323,-4.409672448,4.650713087,3.174579679,3.539117651,3.046735316,0,7,24Step
5816,Zone x Purpose/FCOth,3.043249046,-1.78213483,8.008519807,5.059632019,3.558785227,6.000919383,4.2402964,8,24Step
5817,Zone x Purpose/FCOth,-1.700558991,-3.247110501,2.178680085,4.385857756,4.369089154,3.528845346,8.9278721,9,24Step
5818,Zone x Purpose/FCOth,1.796770502,-10.35647127,5.77640056,5.956639261,7.209212184,3.525487973,0.6699468,10,24Step
5819,Zone x Purpose/FCOth,0.183315363,-7.077700405,6.788564497,4.635470094,4.365613267,6.197472604,0,11,24Step
5820,Zone x Purpose/FCOth,4.919026792,-4.794779732,5.515063674,6.350067029,6.22202186,4.773477807,4.5255153,12,24Step
5821,Zone x Purpose/FCOth,8.302971426,-9.026097559,5.733587322,6.281333614,8.478868671,4.166062928,8.7378985,13,24Step
5822,Zone x Purpose/FCOth,12.22101951,-13.52139124,8.792178923,5.205596127,2.865678586,8.411508077,0,14,24Step
5823,Zone x Purpose/FCOth,6.600699529,-24.7092039,13.1871275,4.792347969,5.09816131,12.34622376,5.8296479,15,24Step
5824,Zone x Purpose/FCOth,3.356081829,-16.7129883,6.206957054,5.558971333,9.140329968,6.565959219,19.5067137,16,24Step
5825,Zone x Purpose/FCOth,4.276826451,-7.764466742,5.06333501,5.668401981,4.535448441,4.619478393,2.1454048,17,24Step
5826,Zone x Purpose/FCOth,1.097720239,-10.92181252,5.837890455,4.386511418,3.986205277,5.437288753,0.3601901,18,24Step
5827,Zone x Purpose/FCOth,-8.948838939,-6.069785253,5.308993461,3.368257588,4.22979247,5.233697148,0,19,24Step
5828,Zone x Purpose/FCOth,2.534900171,-6.757196711,10.61841865,5.24578422,4.403976145,10.75393745,0,20,24Step
5829,Zone x Purpose/FCOth,-2.003053664,-2.862362769,4.344479531,4.583454446,4.30589391,4.413568587,2.2524521,21,24Step
5830,Zone x Purpose/FCOth,1.611932087,-11.77079436,7.010806534,6.143913882,8.702165457,6.13813384,35.2566478,22,24Step
5831,Zone x Purpose/FCOth,0.179692162,-10.06011972,7.118463687,4.811780807,5.193006807,6.782184984,5.4346426,23,24Step
5832,Zone x Purpose/FCOth,4.891616053,-7.17292997,7.973278241,6.533171222,6.526647701,7.415789228,15.0646844,24,24Step
5833,Zone x Purpose/GAHol,67.84262535,39.82668006,23.13091441,65.22364441,70.51794367,42.5094671,82.1663951,1,24Step
5834,Zone x Purpose/GAHol,14.13758197,14.21198338,-10.97125308,18.45446744,44.72913209,2.732762967,5.4847162,2,24Step
5835,Zone x Purpose/GAHol,47.64826214,50.45017428,14.2501332,65.16399659,73.08107313,25.30758261,77.4388112,3,24Step
5836,Zone x Purpose/GAHol,89.10196853,92.99618237,72.19850685,96.60694759,109.4266739,79.84547806,65.5887246,4,24Step
5837,Zone x Purpose/GAHol,164.3275759,119.5707597,129.6878103,166.6628397,137.2906177,140.1911161,71.116628,5,24Step
5838,Zone x Purpose/GAHol,183.883312,153.6221868,169.1549797,193.2585532,179.6344299,176.4160278,387.3228772,6,24Step
5839,Zone x Purpose/GAHol,270.1354197,274.0590497,279.8812759,316.3372645,303.3535387,295.0877051,415.2220642,7,24Step
5840,Zone x Purpose/GAHol,282.9188206,269.8465714,279.0024724,285.6859904,269.8749051,296.4486383,221.0582104,8,24Step
5841,Zone x Purpose/GAHol,199.1573011,181.8004555,190.7906334,213.0007103,197.8321811,202.0619769,102.5757064,9,24Step
5842,Zone x Purpose/GAHol,146.6692729,153.9609855,108.9523179,155.412678,171.2134769,119.3129711,176.9314985,10,24Step
5843,Zone x Purpose/GAHol,113.7163867,74.24294088,51.67612833,121.2383302,98.83374851,66.61738216,124.5822398,11,24Step
5844,Zone x Purpose/GAHol,62.65760634,14.61849419,1.809716823,68.09323664,41.82695309,6.674265666,49.6916193,12,24Step
5845,Zone x Purpose/GAHol,62.02974233,29.93622833,14.74808655,67.69480921,67.9561521,24.28235523,82.9778793,13,24Step
5846,Zone x Purpose/GAHol,11.7235543,14.03594201,-9.783593712,20.71246584,46.90710365,4.577118658,7.899335,14,24Step
5847,Zone x Purpose/GAHol,44.87120281,59.74103554,-0.45595197,67.58343067,87.95506056,10.80840398,75.644222,15,24Step
5848,Zone x Purpose/GAHol,85.95341134,93.07212327,53.04732566,99.07490739,110.5878619,60.45962297,83.257867,16,24Step
5849,Zone x Purpose/GAHol,161.9673938,127.6541033,115.5156047,169.5119578,145.9846484,124.3062843,133.9879833,17,24Step
5850,Zone x Purpose/GAHol,181.4515672,156.0311278,149.7922021,196.4000937,181.3179247,158.7043018,201.086485,18,24Step
5851,Zone x Purpose/GAHol,267.2059443,306.7972581,267.9486811,320.7913474,316.8500373,277.7551357,401.7427116,19,24Step
5852,Zone x Purpose/GAHol,280.296346,274.0767109,268.8574255,289.7836017,264.6258792,279.6006482,267.9241321,20,24Step
5853,Zone x Purpose/GAHol,196.6626779,207.5124153,182.035707,216.1139485,211.972053,189.8350076,449.8896447,21,24Step
5854,Zone x Purpose/GAHol,144.0730297,163.4420036,92.40382127,157.8121223,171.3713835,101.5363354,134.7040266,22,24Step
5855,Zone x Purpose/GAHol,111.1843321,68.88729874,37.40684774,122.8148855,98.69166003,48.86643039,95.3708844,23,24Step
5856,Zone x Purpose/GAHol,60.49366269,17.23171947,-4.810131939,69.59119462,53.84415937,5.350855361,4.6164099,24,24Step
5857,Zone x Purpose/GAVis,115.5405151,86.64333579,101.2689563,93.33537567,88.64628877,93.49667639,41.8025089,1,24Step
5858,Zone x Purpose/GAVis,38.55603382,21.12922356,28.10763592,41.17244396,72.65919519,30.64373786,113.0717625,2,24Step
5859,Zone x Purpose/GAVis,50.85534754,86.50024643,62.41452534,65.68930766,75.76032798,52.63695935,56.2987981,3,24Step
5860,Zone x Purpose/GAVis,69.21256759,86.95178812,70.20888983,63.33649575,74.78146004,61.93455826,65.8444642,4,24Step
5861,Zone x Purpose/GAVis,86.29895053,56.28144378,88.21121937,89.84580042,77.7779994,81.1354414,133.1945055,5,24Step
5862,Zone x Purpose/GAVis,108.024475,89.56430727,106.0024752,107.9402962,103.2063475,94.3997859,205.1019883,6,24Step
5863,Zone x Purpose/GAVis,156.4706341,86.05203986,167.9627318,180.1408772,137.0046206,158.5571072,208.9553099,7,24Step
5864,Zone x Purpose/GAVis,174.7328797,136.3477996,145.0433927,172.9803546,150.3649494,134.2336211,229.6765759,8,24Step
5865,Zone x Purpose/GAVis,76.11831404,52.4423158,77.12833695,83.9314169,85.08882184,74.88678044,36.3676442,9,24Step
5866,Zone x Purpose/GAVis,88.06744908,59.81096845,78.02175436,89.71201595,76.09781666,71.61431996,81.3297709,10,24Step
5867,Zone x Purpose/GAVis,53.35642157,58.66001053,68.91555114,62.19170535,73.60422917,54.7135564,73.7082238,11,24Step
5868,Zone x Purpose/GAVis,90.65803145,53.20136108,56.76379182,77.40393886,64.18741896,51.46233136,20.1601999,12,24Step
5869,Zone x Purpose/GAVis,119.8591081,86.46763366,93.6835132,98.55300712,93.28634245,87.72446799,161.908542,13,24Step
5870,Zone x Purpose/GAVis,41.98685217,22.7040673,27.62642644,46.50258382,70.52174998,28.63358827,20.835924,14,24Step
5871,Zone x Purpose/GAVis,54.33327354,106.5462928,55.19076764,70.99078357,85.22804829,51.26989897,110.5628421,15,24Step
5872,Zone x Purpose/GAVis,72.78156026,93.09941793,64.73251939,68.62567148,76.38931079,58.00148716,18.213715,16,24Step
5873,Zone x Purpose/GAVis,89.57778183,62.44287635,81.26301871,95.36466566,84.79522751,75.41005823,75.5276969,17,24Step
5874,Zone x Purpose/GAVis,111.2516734,99.84794631,100.792155,113.5520835,104.8501129,93.84036413,56.1271632,18,24Step
5875,Zone x Purpose/GAVis,159.4081586,84.10954723,157.619837,186.4314429,137.9916892,150.6532541,330.9318406,19,24Step
5876,Zone x Purpose/GAVis,177.7011117,141.6379154,152.0123833,179.1444788,138.1122525,145.0922666,78.2176453,20,24Step
5877,Zone x Purpose/GAVis,79.33201023,60.43190869,72.94433724,89.5341458,86.92385769,67.50878852,111.9471552,21,24Step
5878,Zone x Purpose/GAVis,91.42169966,75.4246732,71.43589523,94.97692568,79.90666351,65.10898068,64.9174612,22,24Step
5879,Zone x Purpose/GAVis,56.94705715,72.0070618,57.47247293,67.17108221,80.84755157,50.13656572,54.6839719,23,24Step
5880,Zone x Purpose/GAVis,94.20812253,65.80666878,49.058053,82.25582399,76.93543866,45.6937587,157.3344833,24,24Step
