Series,date,ForecastInterval,Actual,OLS.rec,OLS.unrec,OLS.rec.matrix,OLS.unrec.matrix,Level
AEAHol,24,1Step,147.507008,72.82180511,79.56462882,72.82180512,79.56462882,level7
AEAVis,1,1Step,281.4431908,348.6091518,323.126693,348.6091518,323.126693,level7
AEAVis,2,1Step,82.3678621,154.513362,135.1320569,154.5133621,135.1320569,level7
AEAVis,3,1Step,132.5700918,124.2485264,121.1608971,124.2485264,121.1608971,level7
AEAVis,4,1Step,225.812057,219.5606366,212.0060819,219.5606366,212.0060819,level7
AEAVis,5,1Step,147.0908786,149.7512718,147.2084875,149.7512718,147.2084875,level7
AEAVis,6,1Step,170.6630794,100.8828912,99.47993834,100.8828912,99.47993834,level7
AEAVis,7,1Step,212.1855325,208.2068325,182.120039,208.2068325,182.120039,level7
AEAVis,8,1Step,199.3173406,133.5266727,114.7122874,133.5266727,114.7122874,level7
AEAVis,9,1Step,124.4115866,163.2037065,149.1205913,163.2037065,149.1205913,level7
AEAVis,10,1Step,290.7769294,170.3264259,171.4318515,170.3264259,171.4318515,level7
AEAVis,11,1Step,128.0147143,140.7613797,137.4351623,140.7613798,137.4351623,level7
AEAVis,12,1Step,157.381468,222.7288909,221.1621829,222.7288909,221.1621829,level7
AEAVis,13,1Step,157.7892107,325.2060068,306.9602116,325.2060069,306.9602116,level7
AEAVis,14,1Step,185.3364029,140.6928508,124.4626902,140.6928508,124.4626902,level7
AEAVis,15,1Step,138.4777683,108.7112502,97.81575532,108.7112502,97.81575532,level7
AEAVis,16,1Step,238.8478875,220.3691187,217.6894789,220.3691187,217.6894789,level7
AEAVis,17,1Step,117.7073742,135.3682704,134.8277856,135.3682704,134.8277856,level7
AEAVis,18,1Step,182.0441678,140.5915362,133.9090612,140.5915363,133.9090612,level7
AEAVis,19,1Step,177.8595414,205.9175221,195.9355324,205.9175221,195.9355324,level7
AEAVis,20,1Step,205.184964,143.1986459,141.0334483,143.1986458,141.0334483,level7
AEAVis,21,1Step,136.282905,123.1746225,110.6769691,123.1746225,110.6769691,level7
AEAVis,22,1Step,168.4287317,190.1021769,179.8224666,190.1021769,179.8224666,level7
AEAVis,23,1Step,105.6632227,149.5168447,124.5004081,149.5168447,124.5004081,level7
AEAVis,24,1Step,266.5726747,216.7957764,221.5162321,216.7957764,221.5162321,level7
AEABus,1,1Step,19.7362683,59.54413656,47.72686635,59.54413652,47.72686635,level7
AEABus,2,1Step,29.3579234,126.0771879,119.0710631,126.0771879,119.0710631,level7
AEABus,3,1Step,41.9904204,87.39566862,89.13785581,87.39566863,89.13785581,level7
AEABus,4,1Step,88.4183856,68.91238792,68.46309982,68.91238793,68.46309982,level7
AEABus,5,1Step,69.3050877,63.45823307,76.54835227,63.45823308,76.54835227,level7
AEABus,6,1Step,77.7875879,70.69668852,48.25856335,70.69668853,48.25856335,level7
AEABus,7,1Step,66.6320442,99.09325915,78.77137019,99.09325919,78.77137019,level7
AEABus,8,1Step,57.2125382,73.58121089,61.93836319,73.58121086,61.93836319,level7
AEABus,9,1Step,48.7830205,88.66295735,89.32483122,88.66295736,89.32483122,level7
AEABus,10,1Step,91.1182221,83.78189282,73.60218258,83.78189283,73.60218258,level7
AEABus,11,1Step,92.1302484,73.05802353,71.3540325,73.05802354,71.3540325,level7
AEABus,12,1Step,45.3585496,55.13933183,59.93011689,55.13933183,59.93011689,level7
AEABus,13,1Step,39.058557,73.72958094,54.72775917,73.72958096,54.72775917,level7
AEABus,14,1Step,42.8051869,131.1599024,96.88411768,131.1599024,96.88411768,level7
AEABus,15,1Step,100.1408809,89.13026037,78.66569054,89.13026037,78.66569054,level7
AEABus,16,1Step,9.7487999,80.20593581,72.22946722,80.20593581,72.22946722,level7
AEABus,17,1Step,104.5848304,73.1709307,66.15321859,73.17093071,66.15321859,level7
AEABus,18,1Step,137.6913967,68.91045963,69.87968654,68.91045961,69.87968654,level7
AEABus,19,1Step,176.2097681,83.34406769,62.79595119,83.34406769,62.79595119,level7
AEABus,20,1Step,80.357276,73.77917927,57.77105604,73.77917928,57.77105604,level7
AEABus,21,1Step,57.0027311,94.41627245,88.2103874,94.41627242,88.2103874,level7
AEABus,22,1Step,73.9698072,101.1717253,80.22136108,101.1717253,80.22136108,level7
AEABus,23,1Step,88.5045746,123.1546414,88.53142002,123.1546414,88.53142002,level7
AEABus,24,1Step,44.5758812,61.90532414,65.02442532,61.90532415,65.02442532,level7
AEAOth,1,1Step,41.662623,14.13526672,16.86502929,14.13526666,16.86502929,level7
AEAOth,2,1Step,1.3785528,18.02681357,11.84972564,18.02681359,11.84972564,level7
AEAOth,3,1Step,10.9229653,16.25130475,20.62928733,16.25130475,20.62928733,level7
AEAOth,4,1Step,25.1886313,19.35935384,19.85368898,19.35935386,19.85368898,level7
AEAOth,5,1Step,22.0719083,7.169210926,19.87847567,7.169210932,19.87847567,level7
AEAOth,6,1Step,8.7349339,30.5582336,18.86215241,30.55823362,18.86215241,level7
AEAOth,7,1Step,15.4776462,27.83877578,20.1782899,27.83877581,20.1782899,level7
AEAOth,8,1Step,4.8626966,22.14185427,22.37581239,22.14185426,22.37581239,level7
AEAOth,9,1Step,18.950933,25.88571431,31.86166765,25.88571431,31.86166765,level7
AEAOth,10,1Step,10.9166904,28.62507584,25.36160413,28.62507584,25.36160413,level7
AEAOth,11,1Step,100.7796351,18.63929946,16.45266674,18.63929948,16.45266674,level7
AEAOth,12,1Step,9.9863069,3.90085239,13.18366331,3.900852403,13.18366331,level7
AEAOth,13,1Step,42.0864185,14.97864773,11.17861177,14.97864775,11.17861177,level7
AEAOth,14,1Step,7.2551788,19.18425508,7.302213535,19.18425507,7.302213535,level7
AEAOth,15,1Step,84.0819916,34.69177939,31.90891321,34.69177939,31.90891321,level7
AEAOth,16,1Step,30.6286773,25.39078149,21.98024459,25.39078147,21.98024459,level7
AEAOth,17,1Step,22.941623,23.15681871,21.42703742,23.15681873,21.42703742,level7
AEAOth,18,1Step,18.2839184,17.30682645,15.69777667,17.30682644,15.69777667,level7
AEAOth,19,1Step,26.6877413,29.87007074,26.97676081,29.87007076,26.97676081,level7
AEAOth,20,1Step,34.3456722,38.6104728,28.22732738,38.61047278,28.22732738,level7
AEAOth,21,1Step,12.9160122,43.84010851,35.318967,43.8401085,35.318967,level7
AEAOth,22,1Step,32.4870578,50.37335998,30.19875784,50.37335996,30.19875784,level7
AEAOth,23,1Step,0,35.9069339,18.24032714,35.90693391,18.24032714,level7
AEAOth,24,1Step,20.1022787,12.43688626,19.71541842,12.43688627,19.71541842,level7
AEBHol,1,1Step,224.6520667,265.0539548,277.6274942,265.0539548,277.6274942,level7
AEBHol,2,1Step,75.9390023,65.60919984,73.92031504,65.60919983,73.92031504,level7
AEBHol,3,1Step,69.4107644,62.78005791,67.28389632,62.78005792,67.28389632,level7
AEBHol,4,1Step,136.1225827,123.8890801,126.0677433,123.88908,126.0677433,level7
AEBHol,5,1Step,70.6244674,81.93622843,88.77794796,81.93622842,88.77794796,level7
AEBHol,6,1Step,91.9386242,69.94239957,73.08205683,69.94239955,73.08205683,level7
AEBHol,7,1Step,92.1227154,119.7320351,131.6493437,119.7320351,131.6493437,level7
AEBHol,8,1Step,124.0952375,114.9945052,108.3333016,114.9945052,108.3333016,level7
AEBHol,9,1Step,34.8087867,79.20070341,81.45605694,79.20070343,81.45605694,level7
AEBHol,10,1Step,182.0380297,166.371561,159.3967301,166.371561,159.3967301,level7
AEBHol,11,1Step,100.9971183,109.9766875,95.13533043,109.9766875,95.13533043,level7
AEBHol,12,1Step,42.5286415,29.78357815,45.14467259,29.78357814,45.14467259,level7
AEBHol,13,1Step,186.1950123,279.2159445,264.3086495,279.2159445,264.3086495,level7
AEBHol,14,1Step,37.7714927,72.45326979,70.64062496,72.4532698,70.64062496,level7
AEBHol,15,1Step,144.5775019,92.38879141,84.08555853,92.38879141,84.08555853,level7
AEBHol,16,1Step,228.0597903,134.6282204,120.7114279,134.6282204,120.7114279,level7
AEBHol,17,1Step,125.3016918,104.8331888,86.96522585,104.8331888,86.96522585,level7
AEBHol,18,1Step,76.0982803,86.79057618,80.85980485,86.79057619,80.85980485,level7
AEBHol,19,1Step,182.4806682,107.6154896,100.7766047,107.6154896,100.7766047,level7
AEBHol,20,1Step,78.4077551,104.3688398,111.8797289,104.3688398,111.8797289,level7
AEBHol,21,1Step,85.9660353,98.69891493,109.9559119,98.69891492,109.9559119,level7
AEBHol,22,1Step,139.1826893,187.9471874,151.5130305,187.9471874,151.5130305,level7
AEBHol,23,1Step,47.0163012,127.9696984,98.50017422,127.9696985,98.50017422,level7
AEBHol,24,1Step,88.514162,39.59266781,32.24845262,39.59266781,32.24845262,level7
AEBVis,1,1Step,213.5897642,267.3714597,248.6003537,267.3714597,248.6003537,level7
AEBVis,2,1Step,52.080363,101.1361497,79.89798307,101.1361497,79.89798307,level7
AEBVis,3,1Step,73.1950373,81.73025138,76.26887683,81.73025139,76.26887683,level7
AEBVis,4,1Step,273.2297522,147.2592263,142.4229597,147.2592263,142.4229597,level7
AEBVis,5,1Step,109.8034934,79.62788138,70.46676944,79.62788136,70.46676944,level7
AEBVis,6,1Step,113.4343803,95.59344888,107.9445214,95.59344888,107.9445214,level7
AEBVis,7,1Step,112.0224072,143.62293,118.5672899,143.62293,118.5672899,level7
AEBVis,8,1Step,79.3018384,88.70972869,69.64577086,88.7097287,69.64577086,level7
AEBVis,9,1Step,116.20495,104.6656444,89.14800107,104.6656444,89.14800107,level7
AEBVis,10,1Step,200.0998273,147.4455381,143.5690486,147.445538,143.5690486,level7
AEBVis,11,1Step,71.0527186,61.79649942,57.10780842,61.79649941,57.10780842,level7
AEBVis,12,1Step,106.6486556,131.4585716,123.9740425,131.4585716,123.9740425,level7
AEBVis,13,1Step,102.7485252,245.8348689,214.0949453,245.8348689,214.0949453,level7
AEBVis,14,1Step,59.6917584,87.63689968,72.101208,87.63689967,72.101208,level7
AEBVis,15,1Step,143.1009245,84.48909801,78.61165373,84.48909802,78.61165373,level7
AEBVis,16,1Step,113.8901705,151.2657561,130.7826255,151.2657561,130.7826255,level7
AEBVis,17,1Step,71.8627425,104.9770323,94.01143441,104.9770323,94.01143441,level7
AEBVis,18,1Step,77.2340833,93.58816636,81.60061979,93.58816636,81.60061979,level7
AEBVis,19,1Step,141.0909019,108.4281822,112.3797657,108.4281822,112.3797657,level7
AEBVis,20,1Step,161.8842001,83.96690791,103.8925242,83.96690792,103.8925242,level7
AEBVis,21,1Step,168.1820002,116.3048128,111.0245389,116.3048128,111.0245389,level7
AEBVis,22,1Step,86.9270565,168.4779727,143.581464,168.4779727,143.581464,level7
AEBVis,23,1Step,111.1627087,101.7253539,81.22928696,101.7253539,81.22928696,level7
AEBVis,24,1Step,188.556719,121.827888,112.4613048,121.827888,112.4613048,level7
AEBBus,1,1Step,42.0276495,45.80568335,40.69976597,45.8056833,40.69976597,level7
AEBBus,2,1Step,38.6991166,48.87406925,40.01108295,48.87406926,40.01108295,level7
AEBBus,3,1Step,75.8058073,92.95764115,92.32608309,92.95764114,92.32608309,level7
AEBBus,4,1Step,100.5847776,26.29464331,28.56364334,26.2946433,28.56364334,level7
AEBBus,5,1Step,146.4756314,52.78443722,59.25622881,52.78443721,59.25622881,level7
AEBBus,6,1Step,69.737634,64.05097493,55.36687513,64.0509749,55.36687513,level7
AEBBus,7,1Step,52.1840968,83.30778492,64.01704934,83.30778495,64.01704934,level7
AEBBus,8,1Step,66.794346,90.22177589,78.32935564,90.22177587,78.32935564,level7
AEBBus,9,1Step,29.26554,51.7196488,50.94699453,51.71964881,50.94699453,level7
AEBBus,10,1Step,83.0230056,39.24010671,24.07848138,39.24010674,24.07848138,level7
AEBBus,11,1Step,476.930545,57.58660189,54.5201373,57.58660189,54.5201373,level7
AEBBus,12,1Step,58.260474,66.80719124,65.68015524,66.80719123,65.68015524,level7
AEBBus,13,1Step,9.3592819,39.9444714,7.448521277,39.94447141,7.448521277,level7
AEBBus,14,1Step,21.7045861,60.68437314,27.1030573,60.68437312,27.1030573,level7
AEBBus,15,1Step,57.4428398,59.589938,54.14341876,59.589938,54.14341876,level7
AEBBus,16,1Step,108.3655748,44.93566106,19.1557017,44.93566107,19.1557017,level7
AEBBus,17,1Step,67.634171,92.42137385,74.97854868,92.42137385,74.97854868,level7
AEBBus,18,1Step,56.6522967,56.39034324,52.05449863,56.39034324,52.05449863,level7
AEBBus,19,1Step,76.1439298,68.08853581,61.47399252,68.08853579,61.47399252,level7
AEBBus,20,1Step,39.3943326,63.99026868,70.07295932,63.99026867,70.07295932,level7
AEBBus,21,1Step,51.7885543,27.53505517,28.54654962,27.53505515,28.54654962,level7
AEBBus,22,1Step,69.6078966,60.43488035,24.86771776,60.43488036,24.86771776,level7
AEBBus,23,1Step,65.0279844,59.47627877,29.3734271,59.4762788,29.3734271,level7
AEBBus,24,1Step,32.2648482,43.64381364,32.67587592,43.64381363,32.67587592,level7
AEBOth,1,1Step,7.522471,7.062219205,16.50333461,7.062219159,16.50333461,level7
AEBOth,2,1Step,52.5292995,22.77497246,14.74102304,22.77497247,14.74102304,level7
AEBOth,3,1Step,28.0332291,6.286197546,8.290434875,6.286197534,8.290434875,level7
AEBOth,4,1Step,3.5806596,30.59698083,33.8096041,30.59698083,33.8096041,level7
AEBOth,5,1Step,26.1695918,12.42742136,18.51835849,12.42742134,18.51835849,level7
AEBOth,6,1Step,15.0427425,44.10194216,46.15988634,44.10194214,46.15988634,level7
AEBOth,7,1Step,0,19.78366373,13.15433123,19.78366375,13.15433123,level7
AEBOth,8,1Step,5.677979,26.14435499,26.12874056,26.144355,26.12874056,level7
AEBOth,9,1Step,47.6191163,18.27273202,22.81415722,18.27273202,22.81415722,level7
AEBOth,10,1Step,23.9504081,12.90610859,4.660721794,12.90610861,4.660721794,level7
AEBOth,11,1Step,6.2246801,24.92067806,21.37157178,24.92067807,21.37157178,level7
AEBOth,12,1Step,5.2083887,-2.418915537,0.946074325,-2.418915539,0.946074325,level7
AEBOth,13,1Step,33.1295754,32.47860257,15.18443825,32.47860258,15.18443825,level7
AEBOth,14,1Step,30.4690593,19.05850733,7.870934686,19.05850731,7.870934686,level7
AEBOth,15,1Step,10.1116934,5.118977376,7.354161779,5.118977368,7.354161779,level7
AEBOth,16,1Step,118.2138827,54.30557901,33.09155134,54.305579,33.09155134,level7
AEBOth,17,1Step,10.4883435,22.97549351,10.82059916,22.97549351,10.82059916,level7
AEBOth,18,1Step,12.7808648,52.04449437,45.13037307,52.04449438,45.13037307,level7
AEBOth,19,1Step,56.9357025,8.314328665,19.35459195,8.314328667,19.35459195,level7
AEBOth,20,1Step,17.8722647,25.7694813,37.47714974,25.76948127,37.47714974,level7
AEBOth,21,1Step,6.4813866,22.72746955,21.42370754,22.72746955,21.42370754,level7
AEBOth,22,1Step,32.005838,51.24556257,16.45416202,51.24556256,16.45416202,level7
AEBOth,23,1Step,12.4174483,49.50765308,36.361416,49.50765312,36.361416,level7
AEBOth,24,1Step,0,6.808506739,0,6.808506746,0,level7
AECHol,1,1Step,17.6753566,27.2344709,21.02863151,27.2344709,21.02863151,level7
AECHol,2,1Step,0.5095758,12.18992679,18.52766377,12.18992679,18.52766377,level7
AECHol,3,1Step,50.4656556,25.50831312,31.1860407,25.50831314,31.1860407,level7
AECHol,4,1Step,43.3362875,42.34958776,53.47606439,42.34958775,53.47606439,level7
AECHol,5,1Step,29.829252,46.47115574,60.88560271,46.47115573,60.88560271,level7
AECHol,6,1Step,57.2178099,57.93801354,52.82247198,57.93801353,52.82247198,level7
AECHol,7,1Step,81.351492,75.61634307,95.03971543,75.6163431,95.03971543,level7
AECHol,8,1Step,99.1337448,66.17505885,60.94313274,66.17505885,60.94313274,level7
AECHol,9,1Step,57.3607708,86.10154312,91.67708478,86.10154313,91.67708478,level7
AECHol,10,1Step,133.729999,97.2248515,95.7310111,97.22485155,95.7310111,level7
AECHol,11,1Step,42.0087952,30.11307113,17.80841658,30.11307115,17.80841658,level7
AECHol,12,1Step,18.3205742,-4.776701393,11.60650992,-4.776701383,11.60650992,level7
AECHol,13,1Step,4.1743037,21.55873605,25.07592578,21.55873611,25.07592578,level7
AECHol,14,1Step,21.0935583,19.87292414,19.12922829,19.87292415,19.12922829,level7
AECHol,15,1Step,13.9540392,24.00659971,18.49785644,24.00659971,18.49785644,level7
AECHol,16,1Step,129.1506879,49.93198375,55.04337931,49.93198379,55.04337931,level7
AECHol,17,1Step,46.4683281,64.35458388,60.9469065,64.35458387,60.9469065,level7
AECHol,18,1Step,71.3546924,39.8058936,45.27872235,39.8058936,45.27872235,level7
AECHol,19,1Step,106.0244082,98.36767245,80.30234745,98.36767243,80.30234745,level7
AECHol,20,1Step,97.8736677,71.14093512,52.95199406,71.14093512,52.95199406,level7
AECHol,21,1Step,119.2896639,82.20472463,86.78051394,82.2047246,86.78051394,level7
AECHol,22,1Step,79.7010814,93.13552427,81.10057653,93.13552426,81.10057653,level7
AECHol,23,1Step,22.9010472,44.09959592,29.33860409,44.09959593,29.33860409,level7
AECHol,24,1Step,2.9567251,4.246418615,3.980967124,4.246418624,3.980967124,level7
AECVis,1,1Step,48.777598,51.2828919,13.73240707,51.28289186,13.73240707,level7
AECVis,2,1Step,6.9439939,62.91646604,39.70492118,62.91646607,39.70492118,level7
AECVis,3,1Step,3.5176441,14.93040156,10.64291617,14.93040157,10.64291617,level7
AECVis,4,1Step,58.4707676,41.82291753,45.93446435,41.82291755,45.93446435,level7
AECVis,5,1Step,23.5357462,40.19981499,38.6114305,40.19981499,38.6114305,level7
AECVis,6,1Step,17.1550322,19.59682348,23.69269718,19.59682345,23.69269718,level7
AECVis,7,1Step,2.5113654,62.73162283,45.18204645,62.73162282,45.18204645,level7
AECVis,8,1Step,0,29.82756417,12.19288384,29.82756418,12.19288384,level7
AECVis,9,1Step,3.6898983,12.1974552,0,12.19745519,0,level7
AECVis,10,1Step,59.8859235,43.44672086,45.05122186,43.44672088,45.05122186,level7
AECVis,11,1Step,2.3421382,2.151988483,0,2.151988472,0,level7
AECVis,12,1Step,34.0382327,34.04745075,27.58503854,34.04745075,27.58503854,level7
AECVis,13,1Step,1.6785289,53.54433203,40.22889319,53.54433208,40.22889319,level7
AECVis,14,1Step,18.6097499,24.35100739,9.88426469,24.35100737,9.88426469,level7
AECVis,15,1Step,35.8249248,23.2615947,20.17864002,23.26159471,20.17864002,level7
AECVis,16,1Step,14.6452951,32.2291037,30.77416119,32.22910366,30.77416119,level7
AECVis,17,1Step,39.1689561,27.90585228,31.40054003,27.90585229,31.40054003,level7
AECVis,18,1Step,17.2327302,17.03603047,16.45208399,17.03603048,16.45208399,level7
AECVis,19,1Step,29.1190246,39.65532253,32.38046596,39.65532258,32.38046596,level7
AECVis,20,1Step,16.0118042,26.01126058,20.23704669,26.01126059,20.23704669,level7
AECVis,21,1Step,21.4962097,42.52721047,30.56572896,42.52721048,30.56572896,level7
AECVis,22,1Step,0,34.07942525,33.5821257,34.07942523,33.5821257,level7
AECVis,23,1Step,19.5059895,41.20399489,35.41646038,41.20399492,35.41646038,level7
AECVis,24,1Step,18.5486567,25.68654639,23.39872686,25.68654638,23.39872686,level7
AECBus,1,1Step,0,30.9898305,7.104534305,30.98983046,7.104534305,level7
AECBus,2,1Step,21.8044892,31.89043167,21.05406714,31.89043166,21.05406714,level7
AECBus,3,1Step,1.1951257,17.02209365,17.56442475,17.02209364,17.56442475,level7
AECBus,4,1Step,25.1598298,19.20383952,30.42065294,19.2038395,30.42065294,level7
AECBus,5,1Step,0,2.452346524,16.49686556,2.452346528,16.49686556,level7
AECBus,6,1Step,50.6681452,17.18903589,0.249737277,17.18903588,0.249737277,level7
AECBus,7,1Step,55.2156562,28.4505599,16.66588806,28.45055994,16.66588806,level7
AECBus,8,1Step,117.6933512,27.48931445,17.0261717,27.48931443,17.0261717,level7
AECBus,9,1Step,17.2580585,28.98857135,31.53610521,28.98857135,31.53610521,level7
AECBus,10,1Step,61.9934984,29.3587183,19.67808342,29.35871834,19.67808342,level7
AECBus,11,1Step,25.8835935,46.13241057,45.6026485,46.13241057,45.6026485,level7
AECBus,12,1Step,13.4715826,22.53486564,22.42994651,22.53486563,22.42994651,level7
AECBus,13,1Step,55.7386903,42.19454301,28.12307762,42.19454302,28.12307762,level7
AECBus,14,1Step,27.3009767,35.78039323,3.268026374,35.78039321,3.268026374,level7
AECBus,15,1Step,10.9947071,38.89976962,36.24773998,38.89976962,36.24773998,level7
AECBus,16,1Step,14.8444494,17.37506099,10.62328969,17.37506099,10.62328969,level7
AECBus,17,1Step,72.6993207,44.54360406,41.56106449,44.54360406,41.56106449,level7
AECBus,18,1Step,32.8553943,18.31579503,25.3835505,18.31579501,25.3835505,level7
AECBus,19,1Step,28.0380794,53.49652599,35.65554259,53.49652598,35.65554259,level7
AECBus,20,1Step,95.0447907,56.36146527,36.74432573,56.36146527,36.74432573,level7
AECBus,21,1Step,25.4794832,43.64692591,37.97721271,43.6469259,37.97721271,level7
AECBus,22,1Step,45.2458543,46.86039617,35.69244276,46.86039618,35.69244276,level7
AECBus,23,1Step,38.3172833,46.15923315,30.76491388,46.15923318,30.76491388,level7
AECBus,24,1Step,253.3159629,34.45924451,30.57007049,34.45924451,30.57007049,level7
AECOth,1,1Step,1.5909781,9.338263408,0,9.338263368,0,level7
AECOth,2,1Step,9.1214414,10.00732764,0,10.00732765,0,level7
AECOth,3,1Step,3.5641314,-3.178126495,0,-3.178126503,0,level7
AECOth,4,1Step,0.8838797,-4.96923123,7.191205433,-4.969231231,7.191205433,level7
AECOth,5,1Step,3.4064783,-12.28803873,1.375625851,-12.28803873,1.375625851,level7
AECOth,6,1Step,0,6.197254637,0,6.197254638,0,level7
AECOth,7,1Step,0,-0.876731236,0,-0.876731214,0,level7
AECOth,8,1Step,0,-1.413663071,0,-1.413663066,0,level7
AECOth,9,1Step,23.9398216,1.197115098,9.058728427,1.19711509,9.058728427,level7
AECOth,10,1Step,0,2.764396349,0,2.764396372,0,level7
AECOth,11,1Step,0,1.012403765,0,1.012403767,0,level7
AECOth,12,1Step,0,49.46472935,53.85183608,49.46472936,53.85183608,level7
AECOth,13,1Step,10.9008486,-1.130320419,0,-1.130320404,0,level7
AECOth,14,1Step,0,10.11862366,0,10.11862364,0,level7
AECOth,15,1Step,0,-5.029674006,0,-5.029674014,0,level7
AECOth,16,1Step,0,9.980506267,7.794666657,9.98050625,7.794666657,level7
AECOth,17,1Step,24.1542866,-2.305391254,0,-2.305391246,0,level7
AECOth,18,1Step,0,-4.489478783,0,-4.489478774,0,level7
AECOth,19,1Step,0,0.186176826,0,0.186176848,0,level7
AECOth,20,1Step,0,13.99216174,0,13.99216172,0,level7
AECOth,21,1Step,8.1079261,15.94871829,7.963748628,15.9487183,7.963748628,level7
AECOth,22,1Step,10.1476688,10.39219138,0,10.39219135,0,level7
AECOth,23,1Step,0,-1.562295311,0,-1.562295288,0,level7
AECOth,24,1Step,1.9363084,47.21970044,47.4899574,47.21970045,47.4899574,level7
AEDHol,1,1Step,114.3299735,86.13710932,93.71251436,86.13710934,93.71251436,level7
AEDHol,2,1Step,52.4538447,55.71709521,62.22915443,55.71709521,62.22915443,level7
AEDHol,3,1Step,36.0591214,73.71355709,77.84866494,73.71355712,77.84866494,level7
AEDHol,4,1Step,130.2755221,113.7341941,110.0214511,113.7341941,110.0214511,level7
AEDHol,5,1Step,140.9746425,65.40159989,72.19879635,65.40159989,72.19879635,level7
AEDHol,6,1Step,81.8842221,89.01591343,83.23377874,89.01591342,83.23377874,level7
AEDHol,7,1Step,99.1987862,95.38752275,105.9920575,95.38752276,105.9920575,level7
AEDHol,8,1Step,71.1450156,88.05747143,78.91524424,88.05747143,78.91524424,level7
AEDHol,9,1Step,86.5006153,84.12818065,79.00611999,84.12818066,79.00611999,level7
AEDHol,10,1Step,134.9242691,101.014359,100.4262568,101.014359,100.4262568,level7
AEDHol,11,1Step,83.4617032,74.49278299,57.06677886,74.492783,57.06677886,level7
AEDHol,12,1Step,48.464407,39.21943757,50.91869048,39.21943755,50.91869048,level7
AEDHol,13,1Step,119.5735772,107.6148136,102.9855132,107.6148137,102.9855132,level7
AEDHol,14,1Step,71.2041096,68.38221654,65.7879734,68.38221655,65.7879734,level7
AEDHol,15,1Step,90.3164895,89.12644861,79.30150916,89.12644861,79.30150916,level7
AEDHol,16,1Step,104.6723907,125.9640772,123.9840031,125.9640773,123.9840031,level7
AEDHol,17,1Step,185.4503238,94.60966164,86.78253742,94.60966163,86.78253742,level7
AEDHol,18,1Step,129.8445311,100.3409264,94.27312598,100.3409264,94.27312598,level7
AEDHol,19,1Step,194.5261119,141.7006943,123.6677249,141.7006943,123.6677249,level7
AEDHol,20,1Step,127.6731668,113.4745261,97.13048486,113.4745261,97.13048486,level7
AEDHol,21,1Step,39.724934,109.7913202,121.8420616,109.7913202,121.8420616,level7
AEDHol,22,1Step,194.5157016,139.6052559,123.0548282,139.6052559,123.0548282,level7
AEDHol,23,1Step,96.6245488,106.6270621,86.98833637,106.6270621,86.98833637,level7
AEDHol,24,1Step,54.814178,78.12709776,72.41255078,78.12709777,72.41255078,level7
AEDVis,1,1Step,32.3791074,87.01524804,63.24600764,87.01524801,63.24600764,level7
AEDVis,2,1Step,49.0674008,56.29256344,33.25534082,56.29256347,33.25534082,level7
AEDVis,3,1Step,37.8174763,41.13524176,35.30513664,41.13524178,35.30513664,level7
AEDVis,4,1Step,53.8271802,68.98043882,58.252766,68.98043882,58.252766,level7
AEDVis,5,1Step,59.5123338,42.97972409,33.77408908,42.97972408,33.77408908,level7
AEDVis,6,1Step,74.7819606,27.89137672,31.32065728,27.89137669,31.32065728,level7
AEDVis,7,1Step,73.6171678,70.67173951,44.30332553,70.67173951,44.30332553,level7
AEDVis,8,1Step,31.0432509,69.79368519,48.24870377,69.79368519,48.24870377,level7
AEDVis,9,1Step,33.9335778,67.65936383,44.76430631,67.65936381,44.76430631,level7
AEDVis,10,1Step,61.1597202,36.28527056,38.79550978,36.28527058,38.79550978,level7
AEDVis,11,1Step,34.9078446,44.29784106,37.024503,44.29784105,37.024503,level7
AEDVis,12,1Step,113.3411946,60.99818435,49.85181374,60.99818434,49.85181374,level7
AEDVis,13,1Step,54.1669862,65.90301477,44.44108583,65.9030148,44.44108583,level7
AEDVis,14,1Step,34.1967142,57.47220159,41.15491159,57.47220157,41.15491159,level7
AEDVis,15,1Step,26.0703492,58.36318318,50.96403232,58.36318317,50.96403232,level7
AEDVis,16,1Step,29.7499473,76.35561957,67.80920737,76.35561954,67.80920737,level7
AEDVis,17,1Step,63.9880149,35.39417223,34.46941315,35.39417224,34.46941315,level7
AEDVis,18,1Step,90.1722077,49.53049781,37.40592213,49.53049782,37.40592213,level7
AEDVis,19,1Step,11.3485645,48.06846606,40.82596511,48.0684661,40.82596511,level7
AEDVis,20,1Step,21.894574,51.8228772,47.89356315,51.8228772,47.89356315,level7
AEDVis,21,1Step,57.0336039,44.47263021,39.98610078,44.47263022,39.98610078,level7
AEDVis,22,1Step,33.611982,43.4346902,38.42191072,43.43469018,38.42191072,level7
AEDVis,23,1Step,51.2936499,61.63714653,50.97187814,61.63714655,50.97187814,level7
AEDVis,24,1Step,68.4730933,48.44025835,40.70334333,48.44025833,40.70334333,level7
AEDBus,1,1Step,29.1672554,62.76779401,52.66374224,62.76779397,52.66374224,level7
AEDBus,2,1Step,0,27.60970145,16.94765916,27.60970144,16.94765916,level7
AEDBus,3,1Step,123.4096262,20.24709454,19.24680591,20.24709454,19.24680591,level7
AEDBus,4,1Step,0,22.63958132,19.01717511,22.63958131,19.01717511,level7
AEDBus,5,1Step,8.3430528,29.89737757,36.32464609,29.89737758,36.32464609,level7
