,Series,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,Actual,date,ForecastInterval,OLS.var.rec,OLS.var.unrec
2722,Purpose/Bus,5713.517518,5804.678615,5130.217367,5502.859686,4508.50768757614,4469.54315525299,6000.053364,10,24Step,227.720182773593,256.314182794645
2723,Purpose/Bus,5563.969116,5654.11343,5201.295163,5535.912527,4355.68835801976,4299.50465048362,7108.232359,11,24Step,248.009225077939,278.77542974077
2724,Purpose/Bus,4641.933075,4707.269735,4354.990983,4655.723785,3687.25895528929,3675.30233521771,5315.915403,12,24Step,325.453668719967,214.309958345992
2725,Purpose/Bus,3458.101508,3560.64777,4021.340429,4671.848761,2792.48368182448,2797.52104907696,3989.053055,13,24Step,202.833070516542,184.221044081194
2726,Purpose/Bus,4778.835721,4802.377152,4483.984683,4801.32773,3617.65877725387,3633.89304080576,5556.212399,14,24Step,177.845165535405,167.247494482835
2727,Purpose/Bus,5539.971196,5643.648434,4399.093242,4904.399388,4122.20106544525,4133.74788998402,5149.751159,15,24Step,165.276392039341,162.53683231095
2728,Purpose/Bus,4524.752944,4572.012119,4066.321045,4528.810321,3468.6204455046,3474.08453698516,5061.065701,16,24Step,160.441712371812,157.95223727266
2729,Purpose/Bus,5449.454587,5543.964692,4260.361816,4548.103657,3977.09211919421,3985.74013279094,5785.666488,17,24Step,158.587291045049,153.143719049274
2730,Purpose/Bus,5260.442702,5340.282063,4265.661255,4670.512191,3967.52059248747,3966.57414760703,5132.073019,18,24Step,158.050398762947,157.588556707878
2731,Purpose/Bus,5871.873269,5996.040177,4554.95776,4721.112938,4419.8096153075,4417.41407586959,5051.316551,19,24Step,156.99826736569,157.033295466018
2732,Purpose/Bus,5767.243695,5838.361636,4408.76336,4647.04897,4282.36596268934,4284.15467362818,5135.729524,20,24Step,158.237272514551,154.10651696779
2733,Purpose/Bus,5594.677548,5654.854029,4380.94635,4426.100462,4185.85417198535,4187.8717559561,5711.795595,21,24Step,156.948828257446,154.948174711888
2734,Purpose/Bus,5713.401788,5804.681294,4505.545961,4755.238297,4403.47798233305,4397.44918400415,5759.813503,22,24Step,162.732950433922,158.467570543761
2735,Purpose/Bus,5563.807116,5654.116039,4446.977059,4765.98903,4209.48306723215,4203.48577416912,7055.771305,23,24Step,184.821505586585,158.302187659814
2736,Purpose/Bus,4641.821499,4707.271907,4031.43686,4288.559212,3600.01199564148,3595.87002183546,4972.057164,24,24Step,172.851453170935,157.533470455046
2737,Purpose/Oth,1086.092491,1187.067839,723.978642,1117.963502,929.702502898795,1004.50503881407,1077.041987,1,24Step,201.343578381547,87.2729579309724
2738,Purpose/Oth,1167.720934,1187.067839,803.5054951,1105.509068,898.134959209801,976.790966314345,1016.302519,2,24Step,142.57770146876,84.7371696332351
2739,Purpose/Oth,1096.842855,1187.067839,624.7693578,1094.585312,987.145614085897,1020.04167432432,1619.266547,3,24Step,130.641407534029,85.3180399717095
2740,Purpose/Oth,1145.175282,1187.067839,659.9239217,1085.004111,921.05740639699,896.429302861873,1457.248093,4,24Step,139.7842704896,106.190544541306
2741,Purpose/Oth,1103.447272,1187.067839,773.7768091,1076.600461,1048.06582942612,1048.61205470499,1591.396125,5,24Step,120.992276619779,85.4495194895403
2742,Purpose/Oth,1115.04011,1187.067839,645.502435,1069.229638,997.633859270178,965.592624805302,1267.862151,6,24Step,130.537601876509,88.1888065432697
2743,Purpose/Oth,1077.482289,1187.067839,847.0664052,1062.764707,1171.04992822871,1142.61601761023,1368.268144,7,24Step,121.773671595074,85.941354031992
2744,Purpose/Oth,1127.631759,1187.067839,821.2379328,1057.09433,1119.80568642546,1097.73551948092,981.235074,8,24Step,125.801876105617,87.46940276293
2745,Purpose/Oth,1140.953889,1187.067839,924.5681079,1052.120855,1092.44326238528,1073.51931500566,1908.711645,9,24Step,121.755447366966,87.0239968676731
2746,Purpose/Oth,1108.006504,1187.067839,681.0025772,1047.758632,1191.98549927161,1148.75077474748,1505.589089,10,24Step,130.145626628613,86.9382249135769
2747,Purpose/Oth,1108.550634,1187.067839,715.3378206,1043.932535,1177.76123117467,1117.47046965646,1686.456498,11,24Step,137.880848738326,92.7864961552253
2748,Purpose/Oth,1124.445484,1187.067839,734.2367822,1040.576675,1120.49373022387,1104.40176041652,1106.540165,12,24Step,230.687508289755,86.9402215267285
2749,Purpose/Oth,1085.359362,1187.067839,384.5760456,1037.633257,1023.91122903964,1025.62209389666,1087.186334,13,24Step,146.347330482086,86.870457012579
2750,Purpose/Oth,1167.540943,1187.067839,715.5964892,1035.051593,961.25305943059,974.84980749762,1347.723359,14,24Step,130.818460303792,86.8890029594154
2751,Purpose/Oth,1096.615397,1187.067839,524.9801303,1032.78722,1027.64825809897,1037.25744423481,1126.451155,15,24Step,120.181302801587,86.8870941515568
2752,Purpose/Oth,1144.887728,1187.067839,559.6494764,1030.801144,982.567511749379,986.361506811033,1526.749248,16,24Step,120.596275206438,86.8829612412615
2753,Purpose/Oth,1103.311982,1187.067839,731.6509969,1029.059162,1065.87144255783,1073.00158405536,1403.701477,17,24Step,118.915393400651,86.872023608968
2754,Purpose/Oth,1114.910305,1187.067839,617.3620417,1027.531273,1006.1832669635,1004.21652481547,1326.930844,18,24Step,117.945075137326,86.8716365307053
2755,Purpose/Oth,1077.370912,1187.067839,852.1087543,1026.191165,1172.09241780155,1168.7860127698,1388.647761,19,24Step,117.64122968122,86.8747017913618
2756,Purpose/Oth,1127.545717,1187.067839,778.9457702,1025.015759,1130.311991885,1131.16926528878,1624.691495,20,24Step,118.224203596918,86.8856290812543
2757,Purpose/Oth,1140.819639,1187.067839,967.3594169,1023.984813,1108.20926541018,1109.39436070253,1345.256443,21,24Step,118.607451769683,86.8917186871771
2758,Purpose/Oth,1107.823001,1187.067839,764.8488828,1023.080573,1187.00251737082,1180.12153823158,1684.194938,22,24Step,119.02596326486,86.8834341326501
2759,Purpose/Oth,1108.321978,1187.067839,696.7105606,1022.287466,1181.1875850754,1174.48879492111,2021.266376,23,24Step,131.734313836764,86.8758198499567
2760,Purpose/Oth,1124.262376,1187.067839,751.1449489,1021.591834,1091.47746098007,1086.59204013597,1011.022791,24,24Step,126.978903402199,86.8881293151846
2761,State x Purpose/AHol,8991.949616,8915.127206,8734.397257,8672.436331,8858.71288469255,8829.81812241362,8621.630841,1,24Step,170.264915153481,128.683421262013
2762,State x Purpose/AHol,2544.960283,2545.940378,2326.497457,2324.000237,2386.72385003261,2399.31396400332,2278.241248,2,24Step,105.229935029472,113.793738491946
2763,State x Purpose/AHol,2747.434711,2781.653271,2580.955741,2557.256503,2669.36650077444,2663.78383463669,3261.292081,3,24Step,75.5190946993935,110.587579612577
2764,State x Purpose/AHol,4095.169169,4055.637954,4134.471368,4245.625429,4017.5039064509,4012.84305606356,3914.055843,4,24Step,74.2564097740819,110.258390421252
2765,State x Purpose/AHol,2355.15879,2357.437968,2288.86531,2324.520103,2231.19245247317,2227.75018106496,2370.338372,5,24Step,74.1082368596745,110.304936902809
2766,State x Purpose/AHol,2189.330629,2196.106816,2174.765115,2229.598331,2159.40369813096,2137.64297957103,2361.533938,6,24Step,75.1903381598374,111.792235868903
2767,State x Purpose/AHol,2968.383894,2981.999498,3078.26068,3087.836211,2926.62557043676,2920.56696145497,2753.781083,7,24Step,73.7539076147413,110.948200476971
2768,State x Purpose/AHol,2532.325642,2529.561692,2523.491364,2528.878574,2467.59855366213,2475.66236945707,2493.927008,8,24Step,74.298278609514,111.392260097541
2769,State x Purpose/AHol,2770.568383,2768.825899,2741.887893,2707.165681,2628.03334436,2631.83900791472,2864.739633,9,24Step,73.7475884869769,110.387187122067
2770,State x Purpose/AHol,3788.37267,3779.475098,3601.1387,3708.996088,3756.61348605308,3753.15740123694,3657.975675,10,24Step,73.3985629936074,110.383677207217
2771,State x Purpose/AHol,2646.449924,2657.539345,2600.812242,2510.686468,2498.85419414517,2450.47595656779,3585.506167,11,24Step,76.845597763816,110.813131960397
2772,State x Purpose/AHol,2471.13265,2515.097891,2470.646465,2520.27726,2428.9171137155,2433.37161972201,2384.458071,12,24Step,159.719312825928,111.761199199131
2773,State x Purpose/AHol,8975.759713,8915.12793,8357.843059,8446.335355,8918.37664790135,8908.74511720669,9142.531588,13,24Step,105.817727969611,115.134069310355
2774,State x Purpose/AHol,2541.253933,2545.940584,2260.570217,2175.241972,2424.89331837775,2428.28820445698,2732.479327,14,24Step,89.5891091174731,113.286770914192
2775,State x Purpose/AHol,2742.536934,2781.653497,2520.929553,2582.118365,2623.92686152845,2625.8022139649,3842.446188,15,24Step,74.446524800944,113.281416056912
2776,State x Purpose/AHol,4088.815208,4055.638284,4027.416236,4135.409609,3979.33706530371,3978.58410644613,3846.892552,16,24Step,76.8341272213907,113.252078955731
2777,State x Purpose/AHol,2351.946375,2357.438159,2253.203609,2258.60368,2194.46453750651,2196.48653344916,2874.485548,17,24Step,74.5701792970183,113.244050710477
2778,State x Purpose/AHol,2186.009783,2196.106995,2086.775477,2216.33736,2084.36312990417,2085.04804795379,2654.206725,18,24Step,73.70605646556,113.483046862485
2779,State x Purpose/AHol,2964.14086,2981.99974,3040.480522,3015.665378,2879.22921257504,2881.01342960512,3746.519101,19,24Step,73.5309657665704,113.422667600297
2780,State x Purpose/AHol,2528.957947,2529.561898,2523.916767,2523.974085,2422.21480623843,2425.85215717731,2705.57889,20,24Step,74.5008140208234,113.394555850704
2781,State x Purpose/AHol,2767.010373,2768.826123,2666.443967,2589.021243,2623.61711014855,2626.09630556524,2519.24833,21,24Step,73.8289996416054,113.304252672315
2782,State x Purpose/AHol,3784.096488,3779.475405,3668.92085,3693.590436,3720.9041045717,3722.67855212724,3886.181173,22,24Step,74.2305280890219,113.311852926559
2783,State x Purpose/AHol,2642.051178,2657.539561,2469.083472,2398.118363,2449.45567899636,2444.49449411874,3094.553466,23,24Step,89.932485137909,113.260012798097
2784,State x Purpose/AHol,2467.846649,2515.098095,2486.705212,2514.442541,2377.90069257925,2378.07056393826,2543.843479,24,24Step,85.7816093191141,113.406995975148
2785,State x Purpose/AVis,5409.373945,5287.012675,4902.587804,4802.341329,4842.73585266873,4769.64243573553,5010.037707,1,24Step,116.560167134985,126.643196706082
2786,State x Purpose/AVis,2211.90737,2197.710395,1928.638519,2019.090563,1917.59214428595,1904.53025682922,2363.372363,2,24Step,85.5318602920373,105.18682614981
2787,State x Purpose/AVis,2447.200096,2444.842108,2486.649022,2405.374988,2177.40538267961,2122.42584422733,2625.042183,3,24Step,75.1276372987597,113.881331418754
2788,State x Purpose/AVis,3323.013506,3256.095019,2874.146149,2931.615625,2919.41580488835,2866.56174947258,3355.999381,4,24Step,72.2572971200332,108.470204516209
2789,State x Purpose/AVis,2338.225665,2305.041324,2052.830063,2067.54269,2084.01077432165,2042.15069321329,2525.291945,5,24Step,72.9549666950147,107.999657860613
2790,State x Purpose/AVis,2285.061782,2258.48287,2204.878448,2232.766376,2020.02613567174,1957.80526506174,2383.793083,6,24Step,75.0414450151635,114.534259210685
2791,State x Purpose/AVis,2910.533156,2883.025527,2895.238651,2891.32456,2607.38811167427,2543.90887613346,2734.360848,7,24Step,76.3471713541091,121.371026841738
2792,State x Purpose/AVis,2241.642433,2219.238283,2059.953256,2048.777848,1975.59411836642,1922.62258281064,2446.184915,8,24Step,72.5357320724481,109.125518144377
2793,State x Purpose/AVis,2435.65485,2395.618431,2228.898548,2261.108047,2141.7348588766,2128.15783319109,2485.70921,9,24Step,70.8654564908169,105.722373220097
2794,State x Purpose/AVis,2930.235313,2909.914379,3018.024469,3123.945161,2571.79386634934,2534.75943082419,2721.878917,10,24Step,71.3258187086256,108.698186184224
2795,State x Purpose/AVis,2449.622606,2409.881896,2555.204524,2450.08642,2202.97943486242,2104.46917226764,2621.814814,11,24Step,80.7538460404837,125.002905560653
2796,State x Purpose/AVis,3429.929555,3413.033229,3138.676207,3147.67362,3147.08291625187,3126.84757245464,3340.962306,12,24Step,114.472303152871,104.768013729417
2797,State x Purpose/AVis,5412.869226,5287.013533,5188.274322,5257.865001,4835.47267074599,4803.87689821728,4361.740136,13,24Step,88.4478877194197,107.610717400354
2798,State x Purpose/AVis,2211.520039,2197.710751,1983.426406,2009.577442,1917.03354688693,1902.11205852486,2269.558195,14,24Step,77.4705673820174,107.507936879642
2799,State x Purpose/AVis,2447.136032,2444.842505,2572.83133,2540.930498,2156.8398571191,2137.47294505486,2562.904781,15,24Step,70.8741692729536,107.565377370703
2800,State x Purpose/AVis,3323.397285,3256.095547,3026.31392,3074.810704,2895.02591189424,2873.31651263692,2945.610314,16,24Step,72.2625596453625,107.53655723741
2801,State x Purpose/AVis,2337.528831,2305.041698,2206.512741,2216.448764,2064.03837896007,2046.00333442553,2941.377965,17,24Step,70.8068814079132,107.567822271097
2802,State x Purpose/AVis,2284.324689,2258.483236,2305.761472,2393.055347,1994.76633065093,1975.82270156886,2362.651122,18,24Step,70.0046466219671,107.500941678586
2803,State x Purpose/AVis,2909.687144,2883.025994,3086.322219,3105.170761,2593.61919439095,2573.31085725338,2673.564255,19,24Step,70.1041297392308,107.580651768102
2804,State x Purpose/AVis,2240.618539,2219.238643,2201.29027,2176.680059,1952.75856001494,1933.464897836,2457.209315,20,24Step,70.2336506685904,107.514194380212
2805,State x Purpose/AVis,2434.959966,2395.618819,2254.940672,2271.332968,2138.06712792469,2124.96080880086,2409.422417,21,24Step,69.9083943458789,107.543770523874
2806,State x Purpose/AVis,2929.908611,2909.914851,2973.025547,2996.353903,2556.6034245371,2540.61132260632,2864.188344,22,24Step,70.1403762022388,107.459877326491
2807,State x Purpose/AVis,2449.562891,2409.882286,2766.423356,2705.519705,2162.63632862185,2135.90445644225,2716.265435,23,24Step,78.6367103333603,107.663704653754
2808,State x Purpose/AVis,3429.574296,3413.033782,3146.074943,3135.503152,3136.16637249731,3118.65204905448,3466.422791,24,24Step,77.1633892782435,107.628787185518
2809,State x Purpose/ABus,817.2595154,729.3287748,1118.593568,1024.389641,740.881765845028,639.98851754861,582.9438659,1,24Step,74.6361442883215,66.9987708045974
2810,State x Purpose/ABus,1095.785753,1032.896357,1103.639669,1053.879201,923.376369771409,874.833917484706,984.8078898,2,24Step,59.4717586507773,60.1117935532067
2811,State x Purpose/ABus,1451.118195,1359.948972,1226.366492,1167.499626,1188.23230263457,1134.37790814099,1286.106741,3,24Step,53.2026230558653,60.6426575292391
2812,State x Purpose/ABus,1115.169717,1032.279371,1066.603027,1170.358605,898.049283202907,864.058441412637,1079.637898,4,24Step,55.7954746071215,67.5554401219356
2813,State x Purpose/ABus,1283.745611,1201.193895,1069.898808,1094.633106,1021.9412001691,990.589598108982,1890.387317,5,24Step,51.7807387800121,59.6670951926173
2814,State x Purpose/ABus,1189.884177,1136.326847,1089.303477,1132.700062,978.189866829538,937.08400811358,1212.812971,6,24Step,57.4582238251394,62.8957206941956
2815,State x Purpose/ABus,1387.58761,1292.3582,1139.842641,1090.648143,1152.59732831645,1105.65656393157,1184.535471,7,24Step,53.0309873683537,59.8796667039867
2816,State x Purpose/ABus,1321.270111,1233.531844,1268.495438,1276.623756,1093.87640582525,1045.71485864701,1866.719119,8,24Step,59.1971081521333,73.7735132771541
2817,State x Purpose/ABus,1352.556155,1237.61205,1128.911352,1122.040312,1126.68865149569,1092.31104940993,1111.636465,9,24Step,53.8062783600383,59.7797965744658
2818,State x Purpose/ABus,1332.734432,1249.521165,1127.206013,1237.520479,1129.84259118851,1093.2091968113,1378.253531,10,24Step,56.8575970798525,67.7348452960275
2819,State x Purpose/ABus,1363.165355,1265.867421,1372.085959,1275.491462,1143.91149115906,1070.04740559504,1949.162224,11,24Step,62.042746641808,72.9876677420017
2820,State x Purpose/ABus,1023.27137,1041.896093,1081.830835,1158.332298,913.812809284595,889.297081717723,1084.061733,12,24Step,80.702524870401,66.7124293870004
2821,State x Purpose/ABus,822.0241942,729.3287748,923.8275607,1093.745934,610.149816764916,579.691646798839,714.9509735,13,24Step,60.1477147922539,61.9828569974041
2822,State x Purpose/ABus,1096.761397,1032.896357,1094.40719,1103.278248,871.895471675389,854.587352341552,1210.578758,14,24Step,55.5485543961693,61.5019233715788
2823,State x Purpose/ABus,1452.428473,1359.948972,1023.214384,1140.937721,1133.48280427547,1120.21472598011,1100.842407,15,24Step,52.1986132511436,61.4843042550764
2824,State x Purpose/ABus,1116.930778,1032.279371,964.4338916,1141.615218,864.721073635664,851.178458068377,1420.946062,16,24Step,52.202808514933,61.3869185111595
2825,State x Purpose/ABus,1284.443871,1201.193895,994.0241309,1116.113918,987.719021868276,977.444323543621,1629.122649,17,24Step,53.4140776621761,61.2741403088438
2826,State x Purpose/ABus,1190.540283,1136.326847,935.8184301,1128.543177,932.355545032756,924.119045118585,1195.53039,18,24Step,51.7806535318875,61.581091918066
2827,State x Purpose/ABus,1388.202839,1292.3582,1033.004432,1114.265021,1100.36237968629,1092.34198123341,1204.624365,19,24Step,51.3036990717692,61.3674540183614
2828,State x Purpose/ABus,1321.731111,1233.531844,1067.974987,1176.023942,1040.83741012139,1033.1342360245,1418.347036,20,24Step,52.8370719996043,61.4922966774832
2829,State x Purpose/ABus,1353.349073,1237.61205,1059.892242,1124.215444,1086.3256351952,1079.19324196581,1449.977654,21,24Step,51.4204108841305,61.4221820371688
2830,State x Purpose/ABus,1333.974596,1249.521165,1018.985813,1162.466722,1088.65376752359,1080.45062329224,1428.305912,22,24Step,52.22328415946,61.5902883767489
2831,State x Purpose/ABus,1364.690011,1265.867421,1144.303322,1174.871494,1069.20398847779,1057.51667461465,1977.86457,23,24Step,59.1932829602391,61.5503965277992
2832,State x Purpose/ABus,1024.453234,1041.896093,1012.606383,1135.541347,883.847191426164,876.585730445748,1584.425605,24,24Step,56.9372197690905,61.6121995483146
2833,State x Purpose/AOth,364.4082411,280.6038523,344.117219,319.8465965,345.99872081261,330.67362769241,253.286625,1,24Step,60.6975077488411,39.0266928271043
2834,State x Purpose/AOth,271.493484,237.0208769,292.7089779,319.8465965,265.718858536371,274.671560885993,281.2541293,2,24Step,47.194828076117,37.1066262918565
2835,State x Purpose/AOth,282.8589869,279.2424547,296.4496687,319.8465965,318.360059040068,312.265672517053,579.8858696,3,24Step,41.2301663484914,36.529917613428
2836,State x Purpose/AOth,391.8405686,344.8757792,211.6327503,319.8465965,384.240514018704,377.026814079297,322.5480771,4,24Step,42.2435218658952,37.4333573253621
2837,State x Purpose/AOth,315.3029498,299.9426743,273.450556,319.8465965,325.285486803851,320.04115199232,674.3444543,5,24Step,40.6696813856889,36.6231426867672
2838,State x Purpose/AOth,329.2552826,323.3666774,235.1841101,319.8465965,350.776032934783,331.107122380053,350.2920729,6,24Step,43.1275173799955,38.4037620608767
2839,State x Purpose/AOth,319.2174735,320.8372947,315.5795852,319.8465965,352.002157769391,334.856665616553,288.4900701,7,24Step,41.5840070688678,38.1100007052364
2840,State x Purpose/AOth,330.2743703,321.0776396,284.2832674,319.8465965,344.622199084524,337.707690966502,321.4134797,8,24Step,41.5578144610577,36.8809485087521
2841,State x Purpose/AOth,358.0297179,337.0352661,337.0460533,319.8465965,359.464825702549,356.355005677918,680.547051,9,24Step,41.3947925446328,36.6468792685457
2842,State x Purpose/AOth,330.5735887,326.8620623,173.0858863,319.8465965,374.135220610998,365.427398094243,330.1027028,10,24Step,41.7258834269511,37.4417065844697
2843,State x Purpose/AOth,388.1747839,367.1149631,383.2145308,319.8465965,414.885565578421,365.086219463403,715.4974648,11,24Step,48.0272261488948,48.3835335353375
2844,State x Purpose/AOth,337.4088775,377.906194,282.132669,319.8465965,371.579411323817,374.862516770765,356.6416453,12,24Step,62.2298692800036,38.4029921168004
2845,State x Purpose/AOth,369.8963786,280.6038523,170.5219451,319.8465965,337.136542953871,328.597605729321,412.0988505,13,24Step,47.7397271378092,37.5348685688049
2846,State x Purpose/AOth,273.1153287,237.0208769,327.3106634,319.8465965,268.126898861532,268.168240270445,389.7995549,14,24Step,44.012518087714,37.5413371053693
2847,State x Purpose/AOth,284.8020603,279.2424547,220.3194706,319.8465965,315.576060056917,315.015448287396,403.0867679,15,24Step,41.0132794687153,37.5285686004377
2848,State x Purpose/AOth,394.2207995,344.8757792,202.84621,319.8465965,370.48877242327,368.023565485125,660.4431541,16,24Step,41.2361932605484,37.5507759085471
2849,State x Purpose/AOth,316.6135277,299.9426743,263.9592568,319.8465965,325.7972968849,325.584871278273,508.4196237,17,24Step,41.5173142816727,37.5217507128378
2850,State x Purpose/AOth,330.5243581,323.3666774,165.2986618,319.8465965,348.961706464381,347.393884870472,534.2484651,18,24Step,40.426579744252,37.5117698664343
2851,State x Purpose/AOth,320.37571,320.8372947,291.1275723,319.8465965,351.422276058135,349.330326151984,425.6698999,19,24Step,40.4985167025918,37.5113335003568
2852,State x Purpose/AOth,331.2602907,321.0776396,263.9903213,319.8465965,333.991707133939,332.355839945425,646.4773408,20,24Step,40.5769024824798,37.5295821233044
2853,State x Purpose/AOth,359.3449458,337.0352661,332.633849,319.8465965,364.250407858455,362.530008132562,399.7148252,21,24Step,40.8656330433951,37.5146086979004
2854,State x Purpose/AOth,332.2467686,326.8620623,231.7895574,319.8465965,359.563867748135,356.928737153168,414.3228204,22,24Step,40.4916847229381,37.5267159407113
2855,State x Purpose/AOth,390.125482,367.1149631,335.1765856,319.8465965,414.214359179798,407.094852717263,874.5574902,23,24Step,44.5608430712967,37.5226215267867
2856,State x Purpose/AOth,339.0521497,377.906194,282.2359705,319.8465965,362.799595247016,360.536913659701,358.9680242,24,24Step,43.8950445481244,37.521889244701
2857,State x Purpose/BHol,6746.141551,6847.602517,6853.533469,6893.906923,6691.33920196472,6711.23915129091,6399.974298,1,24Step,154.168477747576,121.643747189299
2858,State x Purpose/BHol,1857.313116,1841.390605,1730.397382,1701.757178,1844.66087604242,1846.9807766711,1923.989,2,24Step,81.1897491680262,86.7913891128035
2859,State x Purpose/BHol,2290.314824,2322.327443,2312.648527,2255.964465,2274.01018647848,2265.62559075353,2662.130404,3,24Step,61.2674921553353,88.7573161403171
2860,State x Purpose/BHol,2873.569023,2889.77856,3038.867882,3017.994707,2899.93611773389,2889.48839877084,2768.749977,4,24Step,72.5579327603546,115.038143230593
2861,State x Purpose/BHol,1610.31782,1606.758953,1571.48068,1569.738947,1593.71156248088,1578.03530824833,1713.731467,5,24Step,58.0238432613946,84.357341312848
2862,State x Purpose/BHol,1655.384056,1636.550123,1483.861718,1483.72187,1620.61378677745,1606.89292701435,1554.690769,6,24Step,57.3679880996747,83.8437152321448
2863,State x Purpose/BHol,1880.99219,1887.473162,1704.688251,1745.408264,1779.48219236539,1772.30499210063,1671.883759,7,24Step,58.0216399453199,86.3982085950605
2864,State x Purpose/BHol,1581.735583,1559.142366,1447.507456,1386.454955,1534.71515718297,1536.25914521661,1639.347173,8,24Step,57.7196212171972,84.1502831594994
2865,State x Purpose/BHol,1717.278187,1720.192651,1620.618727,1550.621184,1653.04810692733,1638.43198647686,1557.547667,9,24Step,57.6948815116662,84.4252701190202
2866,State x Purpose/BHol,2049.318354,2034.235392,2014.83651,1894.152155,1992.02516522175,1956.59424793016,2173.134592,10,24Step,58.6850179258097,83.8799862180041
2867,State x Purpose/BHol,2163.981242,2199.516013,2228.327885,2216.885355,2157.59167247077,2136.163693374,2136.389054,11,24Step,58.6778067915884,86.1997860222982
2868,State x Purpose/BHol,1742.175935,1740.319141,1928.454342,1925.121257,1727.68805849469,1711.07736237882,2148.414971,12,24Step,144.12657654392,84.6772404598092
2869,State x Purpose/BHol,6843.742459,7004.519066,7061.518422,7113.512563,6634.91491624523,6627.88301244799,6946.774571,13,24Step,81.965889732996,88.038457080258
2870,State x Purpose/BHol,1883.768489,1883.50665,1831.820187,1760.028543,1840.93213299924,1838.89182965219,2365.938097,14,24Step,70.0139844160171,86.7337706341412
2871,State x Purpose/BHol,2323.481111,2375.342366,2374.230358,2309.307888,2256.01195497622,2251.23424387458,2852.223191,15,24Step,58.4545910813503,86.7347953083496
2872,State x Purpose/BHol,2914.686698,2955.622203,3172.771983,3153.11378,2826.0030467231,2819.41984433461,2330.044439,16,24Step,60.0787818699289,87.8437593078249
2873,State x Purpose/BHol,1633.194903,1643.299596,1569.077001,1503.150852,1590.51259692138,1585.48078573043,1666.291469,17,24Step,57.5277711630273,86.3271644975669
2874,State x Purpose/BHol,1678.577688,1673.697871,1528.802665,1508.69582,1629.36382130639,1623.72202102996,1641.664268,18,24Step,57.2867871720473,86.2436077398259
2875,State x Purpose/BHol,1907.369058,1930.235678,1725.757285,1689.429552,1816.14137276293,1811.66433586533,2283.679033,19,24Step,57.1027795128011,86.116523406405
2876,State x Purpose/BHol,1603.538339,1594.399667,1535.190068,1434.947339,1550.52722691665,1547.57680568959,1592.716914,20,24Step,57.4611503550759,86.3190712068476
2877,State x Purpose/BHol,1741.498173,1759.018659,1640.915686,1492.472537,1670.33124012521,1666.02457761516,1660.37966,21,24Step,57.5607177040298,86.1617695040877
2878,State x Purpose/BHol,2077.992716,2080.063378,2029.216184,1870.683707,1978.64111800057,1970.95659463769,2348.877622,22,24Step,57.5911089129451,86.229519544008
2879,State x Purpose/BHol,2195.069786,2248.974649,2367.484496,2350.627143,2140.5351720076,2133.58987161744,2142.342488,23,24Step,74.0376032133518,86.6256208293831
2880,State x Purpose/BHol,1766.856584,1779.379017,1830.300166,1789.148644,1720.83735367347,1714.92479397719,1929.299236,24,24Step,66.4630801484733,86.3875523374857
2881,State x Purpose/BVis,3231.681593,3289.144465,2972.864517,2951.151842,2990.5784120621,2943.79441080656,2864.995467,1,24Step,79.9249338466884,77.0668833898021
2882,State x Purpose/BVis,1388.18614,1359.149568,1239.918238,1312.448806,1224.35633582672,1197.55814419246,1553.611866,2,24Step,59.7199682592428,70.0851468888024
2883,State x Purpose/BVis,1593.67282,1591.346164,1718.840668,1593.175681,1544.07531104889,1484.90985676305,1892.704316,3,24Step,57.6120542520001,82.2548794563422
2884,State x Purpose/BVis,1803.553368,1786.407504,1862.653182,1781.629003,1722.14969336653,1658.33879564802,1961.600351,4,24Step,56.6439171223777,75.1524946422377
2885,State x Purpose/BVis,1543.042918,1504.339946,1489.484957,1475.827407,1403.97849173605,1350.89008863675,1719.738811,5,24Step,51.5719912633981,70.5726262680702
2886,State x Purpose/BVis,1496.724896,1442.283739,1473.887027,1449.833462,1409.78026025702,1361.18711501391,1325.308683,6,24Step,56.1308129338038,82.4269956005569
2887,State x Purpose/BVis,1561.938259,1527.734598,1450.226607,1477.264685,1435.05014575584,1377.55175175935,1740.058853,7,24Step,50.831135966358,70.1771612802414
2888,State x Purpose/BVis,1339.893119,1296.574472,1361.07235,1286.622001,1233.77836877372,1178.24170674992,1395.888637,8,24Step,54.3207650187894,76.9712268182505
2889,State x Purpose/BVis,1334.291027,1300.143114,1296.213538,1294.181218,1224.98439391566,1195.11056421896,1527.020876,9,24Step,51.424607829034,71.5647434756054
2890,State x Purpose/BVis,1586.39578,1556.598077,1662.934288,1534.33855,1476.91424562056,1412.7582137432,1687.617778,10,24Step,53.0305165996831,71.8819673714439
2891,State x Purpose/BVis,1484.581322,1469.041789,1477.06809,1445.279964,1399.9626003181,1324.40928090959,1601.595081,11,24Step,52.6324875914198,72.4014775086479
2892,State x Purpose/BVis,2170.744753,2113.737132,2106.214483,2050.074469,1988.30881772958,1950.91949216049,2281.551422,12,24Step,89.9322710038982,78.2012474561506
2893,State x Purpose/BVis,3199.466653,3289.146272,2929.276754,2917.842329,2944.55231304611,2913.18864987746,3488.037172,13,24Step,61.7926973326297,72.3411726386642
2894,State x Purpose/BVis,1377.819215,1359.150314,1246.742729,1280.336146,1218.77027225629,1197.68864533058,1184.774928,14,24Step,59.3957584894981,71.9900154988917
